SCHOOLJAAR 2013-2014 IN HET VO (peildatum 1 oktober 2013);;;;;;;SCHOOLJAAR 2014-2015 IN HET MBO (peildatum 1 oktober 2014);;;;;;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;LEERWEG MBO;MBO SECTOR;KWALIFICATIE CODE;KWALIFICATIE NAAM;BRIN NUMMER KENNISCENTRUM;NAAM KENNISCENTRUM;GEMEENTENUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
02XJ;0;163;HELLENDOORN;havo;geen diploma;nat/gezond;01AA;BOL;zorg en welzijn;92620;Pedagogisch Werk (Pedagogisch medewerker 3 kinderopvang);02QG;Calibris;1742;Rijssen-Holten;1
02XJ;0;163;HELLENDOORN;havo;geen diploma;nat/gezond;27YU;BOL;techniek;22082;Analist;02QD;Kenniscentrum PMLF;163;Hellendoorn;1
02XJ;0;163;HELLENDOORN;havo;geen diploma;nat/gezond;27YU;BOL;zorg en welzijn;92661;Maatschappelijke Zorg (Persoonlijk begeleider gehandicaptenzorg);02QG;Calibris;189;Wierden;1
02XJ;0;163;HELLENDOORN;havo;geen diploma;ec/maat;01AA;BOL;economie;93212;Financiële beroepen (Bedrijfsadministrateur);00SP;ECABO;163;Hellendoorn;2
02XJ;0;163;HELLENDOORN;havo;geen diploma;ec/maat;01AA;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;163;Hellendoorn;1
02XJ;0;163;HELLENDOORN;havo;geen diploma;ec/maat;27DV;BOL;zorg en welzijn;22195;Maatschappelijke Zorg;02QG;Calibris;1742;Rijssen-Holten;1
02XJ;0;163;HELLENDOORN;havo;geen diploma;ec/maat;27YU;BOL;economie;90112;Commercieel medewerker (Commercieel medewerker binnendienst);00SE;Kenniscentrum Handel;189;Wierden;1
02XJ;0;163;HELLENDOORN;havo;geen diploma;ec/maat;27YU;BOL;economie;94891;Juridisch medewerker zakelijke dienstverlening;00SP;ECABO;163;Hellendoorn;1
02XJ;0;163;HELLENDOORN;havo;geen diploma;ec/maat;27YU;BOL;economie;94891;Juridisch medewerker zakelijke dienstverlening;00SP;ECABO;1735;Hof van Twente;1
02XJ;0;163;HELLENDOORN;havo;geen diploma;ec/maat;27YU;BOL;techniek;91870;Manager transport en logistiek (manager transport en logistiek);25HV;VTL;163;Hellendoorn;1
02XJ;0;163;HELLENDOORN;havo;geen diploma;ec/maat;27YU;BBL;economie;93492;Manager handel (Filiaalmanager);00SE;Kenniscentrum Handel;163;Hellendoorn;1
02XJ;0;163;HELLENDOORN;havo;geen diploma;cul/maat;01AA;BOL;economie;94892;Juridisch medewerker openbaar bestuur;00SP;ECABO;175;Ommen;1
02XJ;0;163;HELLENDOORN;havo;geen diploma;cul/maat;27YU;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;1742;Rijssen-Holten;1
02XJ;0;163;HELLENDOORN;havo;geen diploma;cul/maat;27YU;BOL;zorg en welzijn;95745;Allround schoonheidsspecialist;16QY;KOC Nederland;163;Hellendoorn;1
02XJ;0;163;HELLENDOORN;havo;diploma;ec/maat;01AA;BOL;economie;95102;Kok (Leidinggevende keuken);02PY;Kenwerk;163;Hellendoorn;1
02XJ;0;163;HELLENDOORN;havo;diploma;cul/maat;01AA;BOL;zorg en welzijn;22195;Maatschappelijke Zorg;02QG;Calibris;163;Hellendoorn;1
02XJ;0;163;HELLENDOORN;havo;diploma;ec/maat & cul/maat;27YU;BOL;economie;95391;Secretariële beroepen (Directiesecretaresse/managementassistent);00SP;ECABO;1742;Rijssen-Holten;1
02XS;0;870;WERKENDAM;havo;geen diploma;nvt;20MQ;BOL;economie;95772;Assistent verkoop/retail;02PR;Kenteq;870;Werkendam;1
02XS;0;870;WERKENDAM;havo;geen diploma;nat/gezond;25LX;BOL;techniek;94261;Machinebouw Mechatronica (Allround machinebouwer);02PR;Kenteq;870;Werkendam;1
02XS;0;870;WERKENDAM;havo;geen diploma;nat/gezond;25LX;BOL;zorg en welzijn;95530;Verzorgende-IG;02QG;Calibris;874;Woudrichem;1
02XS;0;870;WERKENDAM;havo;geen diploma;ec/maat;04FO;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;738;Aalburg;1
02XS;0;870;WERKENDAM;havo;geen diploma;ec/maat;04FO;BOL;economie;94072;Frontofficemedewerker (Frontofficemanager);02PY;Kenwerk;874;Woudrichem;1
02XS;0;870;WERKENDAM;havo;geen diploma;ec/maat;23KG;BOL;techniek;90414;Mediavormgever (Interactieve vormgeving);02PT;Kenniscentrum GOC;874;Woudrichem;1
02XS;0;870;WERKENDAM;havo;geen diploma;ec/maat;25LX;BOL;economie;93802;Commercieel medewerker ((Junior) Accountmanager);00SE;Kenniscentrum Handel;870;Werkendam;1
02XS;0;870;WERKENDAM;havo;geen diploma;ec/maat;25PZ;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;870;Werkendam;1
02XS;0;870;WERKENDAM;havo;diploma;nat/gezond;25LX;BOL;economie;95081;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);00SP;ECABO;870;Werkendam;1
02XS;0;870;WERKENDAM;havo;diploma;nat/gezond;25LX;BOL;techniek;93714;Analist (Chemisch-fysisch analist);02QD;Kenniscentrum PMLF;870;Werkendam;1
02XS;0;870;WERKENDAM;havo;diploma;nat/gezond;25PZ;BOL;economie;95748;Zelfstandig werkend banketbakker;02PY;Kenwerk;874;Woudrichem;1
02XS;0;870;WERKENDAM;havo;diploma;ec/maat;00GT;BOL;zorg en welzijn;95294;Sport en bewegen (Sport- en bewegingscoördinator/ Trainer/coach);02QG;Calibris;870;Werkendam;1
02XS;0;870;WERKENDAM;havo;diploma;ec/maat;25LX;BOL;economie;95091;Veiligheid en vakmanschap (Aankomend onderofficier grondoptreden);00SP;ECABO;874;Woudrichem;1
02XS;0;870;WERKENDAM;havo;diploma;ec/maat;25LX;BBL;economie;93200;Financiële beroepen (Financieel administratief medewerker);00SP;ECABO;870;Werkendam;1
02XS;0;870;WERKENDAM;havo;diploma;ec/maat;30RN;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;870;Werkendam;1
02XS;0;870;WERKENDAM;havo;diploma;cul/maat;02PK;BOL;techniek;22093;Vormgeving ruimtelijke presentatie en communicatie;02FW;Savantis;870;Werkendam;1
02XS;0;870;WERKENDAM;havo;diploma;cul/maat;25LH;BOL;techniek;95715;Podium- en evenemententechnicus Licht;02PT;Kenniscentrum GOC;707;Zederik;1
02XS;0;870;WERKENDAM;havo;diploma;cul/maat;25LP;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;870;Werkendam;1
02XS;0;870;WERKENDAM;havo;diploma;nat/tech & nat/gezond;04FO;BOL;techniek;94052;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris infra);02QH;Fundeon;738;Aalburg;1
02ZR;0;988;WEERT;havo;geen diploma;nvt;25LV;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;988;Weert;1
02ZR;0;988;WEERT;havo;geen diploma;nvt;26CC;BOL;landbouw;97372;Milieu en ruimte (Milieufunctionaris);25DC;Aequor;946;Nederweert;1
02ZR;0;988;WEERT;havo;geen diploma;nat/tech;25LT;BOL;economie;93200;Financiële beroepen (Financieel administratief medewerker);00SP;ECABO;988;Weert;1
02ZR;0;988;WEERT;havo;geen diploma;nat/tech;25MB;BOL;techniek;95272;Onderhoud- en verbouwbedrijf (Allround ondernemer klussenbedrijf);02PR;Kenteq;988;Weert;1
02ZR;0;988;WEERT;havo;geen diploma;nat/gezond;25LT;BOL;economie;90532;Medewerker marketing en communicatie (Marketing medewerker);00SP;ECABO;988;Weert;1
02ZR;0;988;WEERT;havo;geen diploma;nat/gezond;25MB;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;946;Nederweert;1
02ZR;0;988;WEERT;havo;geen diploma;nat/gezond;26CC;BOL;landbouw;97541;Voedingsmanagement (Voedingsspecialist);25DC;Aequor;988;Weert;1
02ZR;0;988;WEERT;havo;geen diploma;ec/maat;25LT;BOL;economie;95081;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);00SP;ECABO;988;Weert;1
02ZR;0;988;WEERT;havo;geen diploma;cul/maat;25LT;BOL;economie;93492;Manager handel (Filiaalmanager);00SE;Kenniscentrum Handel;988;Weert;1
02ZR;0;988;WEERT;havo;diploma;cul/maat;25MB;BOL;techniek;91850;Luchtvaartdienstverlener;25HV;VTL;988;Weert;1
02ZR;0;988;WEERT;havo;diploma;cul/maat;30RR;BOL;zorg en welzijn;92631;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);02QG;Calibris;307;Amersfoort;1
03AQ;0;363;AMSTERDAM;havo;geen diploma;nat/tech;25PZ;BOL;economie;95311;Applicatie- en mediaontwikkeling (Applicatieontwikkelaar);00SP;ECABO;363;Amsterdam;1
03AQ;0;363;AMSTERDAM;havo;geen diploma;nat/gezond;25PZ;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;363;Amsterdam;1
03AQ;0;363;AMSTERDAM;havo;geen diploma;nat/gezond;25PZ;BOL;economie;93212;Financiële beroepen (Bedrijfsadministrateur);00SP;ECABO;363;Amsterdam;1
03AQ;0;363;AMSTERDAM;havo;geen diploma;cul/maat;25PZ;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;437;Ouder-Amstel;1
03AQ;0;363;AMSTERDAM;havo;geen diploma;cul/maat;25PZ;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;363;Amsterdam;1
03FO;0;402;HILVERSUM;havo;geen diploma;nvt;25PZ;BBL;techniek;93420;Autotechniek (Eerste autotechnicus);02FZ;Innovam Groep;310;De Bilt;1
03FO;0;402;HILVERSUM;havo;geen diploma;ec/maat;25LH;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;1696;Wijdemeren;1
03FO;0;402;HILVERSUM;havo;diploma;nat/gezond;25GV;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;402;Hilversum;1
03JY;0;664;GOES;havo;geen diploma;nvt;09MR;BOL;economie;22158;Financiële beroepen;00SP;ECABO;664;Goes;1
03JY;0;664;GOES;havo;geen diploma;nvt;09MR;BOL;economie;22158;Financiële beroepen;00SP;ECABO;716;Tholen;1
03JY;0;664;GOES;havo;geen diploma;nvt;09MR;BOL;economie;22164;Commercieel medewerker;28DV;Combinatie kenniscentra;664;Goes;1
03JY;0;664;GOES;havo;geen diploma;nvt;09MR;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;703;Reimerswaal;1
03JY;0;664;GOES;havo;geen diploma;nvt;09MR;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;716;Tholen;2
03JY;0;664;GOES;havo;geen diploma;nvt;09MR;BOL;zorg en welzijn;95530;Verzorgende-IG;02QG;Calibris;703;Reimerswaal;2
03JY;0;664;GOES;havo;geen diploma;nvt;25LX;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;703;Reimerswaal;1
03JY;0;664;GOES;havo;geen diploma;nvt;25PV;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;654;Borsele;1
03JY;0;664;GOES;havo;geen diploma;nvt;25PV;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;715;Terneuzen;1
03JY;0;664;GOES;havo;geen diploma;nat/tech;09MR;BOL;economie;22164;Commercieel medewerker;28DV;Combinatie kenniscentra;1676;Schouwen-Duiveland;1
03JY;0;664;GOES;havo;geen diploma;nat/gezond;09MR;BOL;zorg en welzijn;92632;Gespecialiseerd Pedagogisch medewerker 4  kinderopvang;02QG;Calibris;664;Goes;1
03JY;0;664;GOES;havo;geen diploma;nat/gezond;09MR;BOL;zorg en welzijn;92632;Gespecialiseerd Pedagogisch medewerker 4  kinderopvang;02QG;Calibris;716;Tholen;1
03JY;0;664;GOES;havo;geen diploma;nat/gezond;09MR;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;654;Borsele;1
03JY;0;664;GOES;havo;geen diploma;nat/gezond;09MR;BOL;zorg en welzijn;95530;Verzorgende-IG;02QG;Calibris;687;Middelburg;1
03JY;0;664;GOES;havo;geen diploma;ec/maat;00GT;BOL;economie;22158;Financiële beroepen;00SP;ECABO;716;Tholen;1
03JY;0;664;GOES;havo;geen diploma;ec/maat;09MR;BOL;economie;93212;Financiële beroepen (Bedrijfsadministrateur);00SP;ECABO;716;Tholen;1
03JY;0;664;GOES;havo;geen diploma;ec/maat;25LX;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;664;Goes;1
03JY;0;664;GOES;havo;geen diploma;ec/maat;25PV;BOL;techniek;91870;Manager transport en logistiek (manager transport en logistiek);25HV;VTL;703;Reimerswaal;1
03JY;0;664;GOES;havo;geen diploma;ec/maat;25PV;BOL;zorg en welzijn;91410;Tandartsassistent;02QG;Calibris;716;Tholen;1
03JY;0;664;GOES;havo;geen diploma;cul/maat;02PG;BOL;economie;90940;Interieuradviseur;00SE;Kenniscentrum Handel;654;Borsele;1
03JY;0;664;GOES;havo;diploma;nat/tech;05EA;BBL;techniek;93130;Stuurman werktuigkundige zeevisvaart sw6;25HV;VTL;703;Reimerswaal;1
03JY;0;664;GOES;havo;diploma;nat/gezond;25PV;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;715;Terneuzen;1
03JY;0;664;GOES;havo;diploma;ec/maat;09MR;BOL;economie;95391;Secretariële beroepen (Directiesecretaresse/managementassistent);00SP;ECABO;715;Terneuzen;1
03JY;0;664;GOES;havo;diploma;cul/maat;09MR;BOL;economie;95391;Secretariële beroepen (Directiesecretaresse/managementassistent);00SP;ECABO;703;Reimerswaal;1
03JY;0;664;GOES;havo;diploma;cul/maat;09MR;BOL;economie;95391;Secretariële beroepen (Directiesecretaresse/managementassistent);00SP;ECABO;716;Tholen;1
03JY;0;664;GOES;havo;diploma;cul/maat;11UL;BOL;landbouw;97490;Natuur en vormgeving (Specialist natuur en vormgeving);25DC;Aequor;654;Borsele;1
03JY;0;664;GOES;havo;diploma;cul/maat;25PV;BOL;economie;94891;Juridisch medewerker zakelijke dienstverlening;00SP;ECABO;678;Kapelle;1
03JY;0;664;GOES;havo;diploma;ec/maat & cul/maat;09MR;BOL;economie;95391;Secretariële beroepen (Directiesecretaresse/managementassistent);00SP;ECABO;703;Reimerswaal;1
03JY;0;664;GOES;havo;diploma;ec/maat & cul/maat;09MR;BOL;zorg en welzijn;92661;Maatschappelijke Zorg (Persoonlijk begeleider gehandicaptenzorg);02QG;Calibris;716;Tholen;1
03JY;0;664;GOES;havo;diploma;ec/maat & cul/maat;25PV;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;703;Reimerswaal;1
03JY;0;664;GOES;vwo;geen diploma;ec/maat;25PV;BBL;economie;93492;Manager handel (Filiaalmanager);00SE;Kenniscentrum Handel;1676;Schouwen-Duiveland;1
03KN;0;1728;BLADEL;havo;geen diploma;nat/gezond;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;1667;Reusel-De Mierden;1
03KN;0;1728;BLADEL;havo;geen diploma;nat/gezond;26CC;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;770;Eersel;1
03KN;0;1728;BLADEL;havo;geen diploma;ec/maat;25LZ;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;1728;Bladel;1
03KN;0;1728;BLADEL;havo;geen diploma;ec/maat;25MB;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;1728;Bladel;1
03KN;0;1728;BLADEL;havo;geen diploma;ec/maat;25MB;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;1728;Bladel;1
03KN;0;1728;BLADEL;havo;geen diploma;ec/maat;25PV;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;1676;Schouwen-Duiveland;1
03KN;0;1728;BLADEL;havo;geen diploma;cul/maat;25LV;BOL;economie;94130;Leisure & hospitality (Leisure & hospitality executive);02PY;Kenwerk;1728;Bladel;1
03KN;0;1728;BLADEL;havo;geen diploma;cul/maat;25LV;BOL;techniek;91541;Vormgeving ruimtelijke presentatie en communicatie (Stand-, winkel en decorvormgever);02FW;Savantis;1667;Reusel-De Mierden;1
03KN;0;1728;BLADEL;havo;geen diploma;cul/maat;25LZ;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;1667;Reusel-De Mierden;1
03KN;0;1728;BLADEL;havo;geen diploma;cul/maat;25MB;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;770;Eersel;1
03KN;0;1728;BLADEL;havo;geen diploma;cul/maat;30BC;BOL;techniek;22093;Vormgeving ruimtelijke presentatie en communicatie;02FW;Savantis;1728;Bladel;1
03KN;0;1728;BLADEL;havo;geen diploma;nat/tech & nat/gezond;25MB;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;1667;Reusel-De Mierden;1
03KN;0;1728;BLADEL;havo;geen diploma;ec/maat & cul/maat;25MB;BOL;zorg en welzijn;22197;Pedagogisch Werk;02QG;Calibris;1728;Bladel;1
03KN;0;1728;BLADEL;havo;geen diploma;ec/maat & cul/maat;25MB;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;1728;Bladel;1
03KN;0;1728;BLADEL;havo;diploma;nat/gezond;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;1728;Bladel;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;nat/tech;23KG;BOL;techniek;93220;Gaming artist;02PT;Kenniscentrum GOC;333;Maarssen;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;nat/tech;25LH;BOL;economie;95311;Applicatie- en mediaontwikkeling (Applicatieontwikkelaar);00SP;ECABO;311;Breukelen;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;nat/gezond;25LH;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;nat/gezond;30RN;BOL;zorg en welzijn;22191;Mbo-Verpleegkundige;02QG;Calibris;333;Maarssen;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;ec/maat;25LH;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;333;Maarssen;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;ec/maat;25LH;BOL;techniek;91870;Manager transport en logistiek (manager transport en logistiek);25HV;VTL;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;ec/maat;25LH;BOL;techniek;95702;AV-specialist;02PT;Kenniscentrum GOC;333;Maarssen;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;ec/maat;25LH;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;ec/maat;25LH;BOL;zorg en welzijn;92670;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);02QG;Calibris;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;ec/maat;25LH;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;ec/maat;25LH;BBL;zorg en welzijn;22172;Kapper;16QY;KOC Nederland;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;ec/maat;25PZ;BOL;techniek;94471;Medewerker design (Medewerker styling);00SE;Kenniscentrum Handel;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;ec/maat;30RN;BOL;economie;90534;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);00SP;ECABO;311;Breukelen;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;ec/maat;30RN;BOL;economie;90534;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);00SP;ECABO;333;Maarssen;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;ec/maat;30RN;BOL;economie;90534;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);00SP;ECABO;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;ec/maat;30RN;BOL;economie;93211;Financiële beroepen (Assistent-accountant);00SP;ECABO;333;Maarssen;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;ec/maat;30RN;BOL;zorg en welzijn;22195;Maatschappelijke Zorg;02QG;Calibris;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;cul/maat;25LH;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;333;Maarssen;1
03OY;0;1904;STICHTSE VECHT;havo;geen diploma;cul/maat;25LN;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;diploma;nat/gezond;01OE;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;diploma;nat/gezond;30RN;BOL;zorg en welzijn;22191;Mbo-Verpleegkundige;02QG;Calibris;333;Maarssen;1
03OY;0;1904;STICHTSE VECHT;havo;diploma;ec/maat;02PK;BOL;techniek;22039;Middenkaderfunctionaris afbouw en onderhoud;02FW;Savantis;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;diploma;ec/maat;25LH;BOL;techniek;93430;Autotechniek (Technisch specialist personenauto's);02FZ;Innovam Groep;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;diploma;ec/maat;25LN;BOL;economie;93212;Financiële beroepen (Bedrijfsadministrateur);00SP;ECABO;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;havo;diploma;ec/maat & cul/maat;30RR;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;344;Utrecht;1
03OY;0;1904;STICHTSE VECHT;vwo;diploma;cul/maat;23KG;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;333;Maarssen;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;geen diploma;nvt;09MR;BOL;economie;22157;Secretariële beroepen;00SP;ECABO;1676;Schouwen-Duiveland;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;geen diploma;nat/tech;00GT;BOL;economie;95311;Applicatie- en mediaontwikkeling (Applicatieontwikkelaar);00SP;ECABO;559;Middelharnis;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;geen diploma;nat/gezond;05EA;BOL;techniek;95734;Scheepswerktuigkundige waterbouw;25HV;VTL;504;Dirksland;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;geen diploma;nat/gezond;09MR;BOL;onbekend;22263;ICT- en mediabeheer;28DV;Combinatie kenniscentra;504;Dirksland;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;geen diploma;nat/gezond;11UL;BBL;landbouw;97150;Groen, grond, infra (Vakbekwaam medewerker gemechaniseerd loonbedrijf);25DC;Aequor;580;Oostflakkee;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;geen diploma;ec/maat;00GT;BOL;economie;22157;Secretariële beroepen;00SP;ECABO;504;Dirksland;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;geen diploma;ec/maat;09MR;BOL;economie;93212;Financiële beroepen (Bedrijfsadministrateur);00SP;ECABO;504;Dirksland;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;geen diploma;ec/maat;25PV;BOL;economie;95092;Veiligheid en vakmanschap (Aankomend onderofficier maritiem);00SP;ECABO;511;Goedereede;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;geen diploma;ec/maat;25PV;BOL;techniek;91870;Manager transport en logistiek (manager transport en logistiek);25HV;VTL;1676;Schouwen-Duiveland;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;geen diploma;cul/maat;00GT;BOL;economie;94850;Particuliere beveiliging (Beveiliger);00SP;ECABO;559;Middelharnis;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;geen diploma;cul/maat;00GT;BOL;economie;95750;Facilitair leidinggevende;02PY;Kenwerk;559;Middelharnis;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;geen diploma;nat/tech & nat/gezond;00GT;BOL;economie;93212;Financiële beroepen (Bedrijfsadministrateur);00SP;ECABO;511;Goedereede;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;diploma;nat/gezond;00GT;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;559;Middelharnis;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;diploma;nat/gezond;25PV;BOL;techniek;95728;Maritiem officier alle schepen;25HV;VTL;1676;Schouwen-Duiveland;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;diploma;nat/gezond;25PV;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;511;Goedereede;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;diploma;nat/gezond;25PV;BOL;zorg en welzijn;95292;Sport en bewegen (Sport- en bewegingscoördinator/BOS-medewerker);02QG;Calibris;504;Dirksland;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;diploma;cul/maat;00GT;BOL;economie;95391;Secretariële beroepen (Directiesecretaresse/managementassistent);00SP;ECABO;504;Dirksland;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;diploma;cul/maat;09MR;BOL;economie;95391;Secretariële beroepen (Directiesecretaresse/managementassistent);00SP;ECABO;559;Middelharnis;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;diploma;cul/maat;23JA;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;559;Middelharnis;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;diploma;cul/maat;25LX;BOL;economie;94242;Brood en banket (Leidinggevende ambachtelijke bakkerij);02PY;Kenwerk;716;Tholen;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;diploma;cul/maat;25LX;BOL;economie;95091;Veiligheid en vakmanschap (Aankomend onderofficier grondoptreden);00SP;ECABO;716;Tholen;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;diploma;nat/tech & nat/gezond;00GT;BOL;economie;95060;ICT-medewerker (Medewerker ICT);00SP;ECABO;559;Middelharnis;1
03RB;0;1924;GOEREE-OVERFLAKKEE;havo;diploma;nat/tech & nat/gezond;25LP;BOL;economie;94810;Toezicht en veiligheid (Handhaver toezicht en veiligheid);00SP;ECABO;504;Dirksland;1
03RR;0;226;DUIVEN;havo;geen diploma;nvt;25LF;BOL;economie;95081;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);00SP;ECABO;226;Duiven;1
03RR;0;226;DUIVEN;havo;geen diploma;nat/gezond;24ZZ;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;299;Zevenaar;1
03RR;0;226;DUIVEN;havo;geen diploma;nat/gezond;25LF;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;293;Westervoort;1
03RR;0;226;DUIVEN;havo;geen diploma;nat/gezond;25LF;BOL;techniek;94790;Human technology;02PR;Kenteq;226;Duiven;1
03RR;0;226;DUIVEN;havo;geen diploma;nat/gezond;25LF;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;289;Wageningen;1
