SCHOOLJAAR 2011-2012 IN HET VO (peildatum 1 oktober 2011);;;;;;;SCHOOLJAAR 2012-2013 IN HET MBO (peildatum 1 oktober 2012);;;;;;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;LEERWEG MBO;MBO SECTOR;KWALIFICATIE NAAM;KWALIFICATIE CODE;BRIN NUMMER KENNISCENTRUM;NAAM KENNISCENTRUM;GEMEENTENUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
13EE;0;388;Enkhuizen;havo;diploma;nat/gezond;25LX;BOL;economie ;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);95081;00SP;ECABO;388;Enkhuizen;1
13EE;0;388;Enkhuizen;havo;diploma;nat/gezond;25PX;BOL;combinatie;Sport en bewegen (Sport- en bewegingscoordinator/ Trainer/coach);95294;02QG;Calibris;532;Stede Broec;1
13JO;0;232;Epe;havo;geen diploma;nat/tech;25PJ;BOL;economie ;Medewerker marketing en communicatie (Marketing medewerker);90532;00SP;ECABO;246;Heerde;1
13JO;0;232;Epe;havo;geen diploma;nat/tech;25PJ;BOL;combinatie;Commercieel medewerker;22164;28DV;Combinatie kenniscentra;232;Epe;1
13JO;0;232;Epe;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;246;Heerde;1
13JO;0;232;Epe;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;246;Heerde;1
13JO;0;232;Epe;havo;geen diploma;ec/maat;25PJ;BOL;zorg en welzijn;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);92670;02QG;Calibris;246;Heerde;1
13JO;0;232;Epe;havo;geen diploma;ec/maat;25PJ;BOL;combinatie;Juridisch medewerker;22161;00SP;ECABO;246;Heerde;1
13JO;0;232;Epe;havo;geen diploma;ec/maat;27DV;BOL;zorg en welzijn;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);92670;02QG;Calibris;232;Epe;1
13JO;0;232;Epe;havo;geen diploma;ec/maat;27DV;BOL;combinatie;Pedagogisch Werk;22197;02QG;Calibris;232;Epe;1
13JO;0;232;Epe;havo;geen diploma;cul/maat;01AA;BOL;zorg en welzijn;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);92670;02QG;Calibris;246;Heerde;1
13JO;0;232;Epe;havo;geen diploma;cul/maat;02PN;BOL;combinatie;Mediavormgever;22086;28DV;Combinatie kenniscentra;232;Epe;2
13JO;0;232;Epe;havo;geen diploma;cul/maat;25PJ;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;232;Epe;1
13JO;0;232;Epe;havo;diploma;nat/gezond;25PJ;BOL;combinatie;Sport en bewegen;22171;02QG;Calibris;232;Epe;1
13JO;0;232;Epe;havo;diploma;ec/maat;27DV;BOL;techniek ;Bedrijfsmanagement Mobiliteitsbranche (Bedrijfsmanager Mobiliteitsbranche Innov;94251;02FZ;Innovam Groep;246;Heerde;1
13OR;0;664;Goes;havo;geen diploma;nvt/geen profiel;25PV;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;703;Reimerswaal;1
13OR;0;664;Goes;havo;geen diploma;nat/tech;25PV;BOL;techniek ;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris Bouw);94051;02QH;Fundeon;664;Goes;1
13OR;0;664;Goes;havo;geen diploma;nat/gezond;25LX;BOL;techniek ;Operator C;90240;02QD;Kenniscentrum PMLF;664;Goes;1
13OR;0;664;Goes;havo;geen diploma;nat/gezond;25PV;BOL;economie ;Particuliere beveiliging (Beveiliger);94850;00SP;ECABO;664;Goes;1
13OR;0;664;Goes;havo;geen diploma;ec/maat;20MQ;BOL;zorg en welzijn;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);92662;02QG;Calibris;664;Goes;1
13OR;0;664;Goes;havo;geen diploma;ec/maat;25PV;BOL;economie ;Toezicht en veiligheid (Handhaver toezicht en veiligheid);94810;00SP;ECABO;664;Goes;1
13OR;0;664;Goes;havo;geen diploma;ec/maat;25PV;BOL;combinatie;Mediavormgever;22086;28DV;Combinatie kenniscentra;664;Goes;1
13OR;0;664;Goes;havo;geen diploma;ec/maat;25PV;BOL;combinatie;Medewerker marketing en communicatie;22166;00SP;ECABO;664;Goes;1
13OR;0;664;Goes;havo;geen diploma;cul/maat;23JA;BOL;techniek ;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;321;Houten;1
13OR;0;664;Goes;havo;geen diploma;cul/maat;25LX;BBL;economie ;Kok;90760;02PY;Kenwerk;1676;Schouwen-Duiveland;1
13OR;0;664;Goes;havo;geen diploma;cul/maat;25PV;BOL;economie ;Ondernemer detailhandel;90290;00SE;Kenniscentrum Handel;678;Kapelle;1
13OR;0;664;Goes;havo;geen diploma;cul/maat;25PV;BOL;zorg en welzijn;Maatschappelijke Zorg (Medewerker maatschappelijke zorg);92650;02QG;Calibris;664;Goes;1
13OR;0;664;Goes;havo;geen diploma;cul/maat;25PV;BOL;combinatie;Medewerker marketing en communicatie;22166;00SP;ECABO;703;Reimerswaal;1
13OR;0;664;Goes;havo;geen diploma;cul/maat;25PV;BOL;combinatie;Secretariele beroepen (Directiesecretaresse/managementassistent);95391;00SP;ECABO;664;Goes;1
13OR;0;664;Goes;havo;geen diploma;cul/maat;25PV;BBL;economie ;Medewerker bediening/cafe-bar (Gastheer/-vrouw);94140;02PY;Kenwerk;664;Goes;1
13OR;0;664;Goes;havo;geen diploma;nat/tech & nat/gezond;25PV;BOL;techniek ;Laboratoriummedewerker (Allround Laborant);91730;02QD;Kenniscentrum PMLF;1695;Noord-Beveland;1
13OR;0;664;Goes;havo;geen diploma;nat/tech & nat/gezond;25PV;BOL;techniek ;Analist (Chemisch-fysisch analist);93714;02QD;Kenniscentrum PMLF;703;Reimerswaal;1
13OR;0;664;Goes;havo;geen diploma;nat/tech & nat/gezond;25PV;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;703;Reimerswaal;1
13OR;0;664;Goes;havo;diploma;nat/gezond;25PL;BOL;combinatie;Sport en bewegen (Sport- en bewegingsleider);95280;02QG;Calibris;654;Borsele;1
13OR;0;664;Goes;havo;diploma;cul/maat;23JA;BOL;techniek ;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;678;Kapelle;1
13OR;0;664;Goes;havo;diploma;cul/maat;23JA;BOL;techniek ;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;703;Reimerswaal;1
13OR;0;664;Goes;vwo;geen diploma;nat/tech;25PV;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;678;Kapelle;1
13OR;3;1676;Schouwen-Duiveland;havo;geen diploma;nat/gezond;11UL;BOL;combinatie;Productiedieren (Melkveehouder);97713;25DC;Aequor;1676;Schouwen-Duiveland;1
13OR;3;1676;Schouwen-Duiveland;havo;geen diploma;nat/gezond;25PV;BOL;techniek ;Analist (Chemisch-fysisch analist);93714;02QD;Kenniscentrum PMLF;1676;Schouwen-Duiveland;1
13OR;3;1676;Schouwen-Duiveland;havo;geen diploma;ec/maat;00GT;BOL;combinatie;Commercieel medewerker bank- en verzekeringswezen;22163;00SP;ECABO;1676;Schouwen-Duiveland;1
13OR;3;1676;Schouwen-Duiveland;havo;geen diploma;ec/maat;25LP;BOL;techniek ;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris Bouw);94051;02QH;Fundeon;1676;Schouwen-Duiveland;1
13OR;3;1676;Schouwen-Duiveland;havo;geen diploma;ec/maat;25PV;BOL;economie ;Reizen (Manager verkoop reizen);94100;02PY;Kenwerk;1676;Schouwen-Duiveland;2
13OR;3;1676;Schouwen-Duiveland;havo;geen diploma;ec/maat;25PV;BOL;techniek ;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris Infra);94052;02QH;Fundeon;1676;Schouwen-Duiveland;1
13OR;3;1676;Schouwen-Duiveland;havo;geen diploma;cul/maat;11UL;BOL;landbouw ;Medewerker dierverzorging;97330;25DC;Aequor;1676;Schouwen-Duiveland;1
13OR;3;1676;Schouwen-Duiveland;havo;geen diploma;cul/maat;11UL;BOL;combinatie;Recreatiedieren (Ondernemer/manager recreatiedieren);97730;25DC;Aequor;1676;Schouwen-Duiveland;1
13OR;3;1676;Schouwen-Duiveland;havo;geen diploma;cul/maat;25LP;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;1676;Schouwen-Duiveland;1
13OR;3;1676;Schouwen-Duiveland;havo;geen diploma;cul/maat;25PV;BOL;techniek ;Manager transport en logistiek (manager transport en logistiek);91870;25HV;VTL;1676;Schouwen-Duiveland;1
13OR;3;1676;Schouwen-Duiveland;havo;geen diploma;cul/maat;25PV;BOL;combinatie;Medewerker marketing en communicatie;22166;00SP;ECABO;1676;Schouwen-Duiveland;1
13OR;3;1676;Schouwen-Duiveland;havo;geen diploma;cul/maat;25PV;BOL;combinatie;Sport en bewegen;22171;02QG;Calibris;873;Woensdrecht;1
13OR;3;1676;Schouwen-Duiveland;havo;diploma;cul/maat;25LP;BOL;techniek ;Luchtvaartdienstverlener;91850;25HV;VTL;1676;Schouwen-Duiveland;1
13OR;3;1676;Schouwen-Duiveland;vwo;geen diploma;nat/gezond;00GT;BOL;zorg en welzijn;Doktersassistent;91310;02QG;Calibris;1676;Schouwen-Duiveland;1
13OR;3;1676;Schouwen-Duiveland;vwo;geen diploma;cul/maat;25PV;BOL;economie ;Leisure & hospitality (Leisure & hospitality executive);94130;02PY;Kenwerk;1676;Schouwen-Duiveland;1
13PE;0;743;Asten;havo;geen diploma;nat/tech;30BC;BOL;combinatie;Mediamanagement (Ordermanager creatieve industrie);95400;02PT;Kenniscentrum GOC;847;Someren;1
13PE;0;743;Asten;havo;geen diploma;nat/gezond;30BC;BOL;techniek ;Gaming artist;93220;02PT;Kenniscentrum GOC;743;Asten;1
13PE;0;743;Asten;havo;geen diploma;ec/maat;25LV;BOL;economie ;Leisure & hospitality (Leisure & hospitality executive);94130;02PY;Kenwerk;743;Asten;1
13PE;0;743;Asten;havo;geen diploma;ec/maat;25MB;BOL;economie ;Ondernemer detailhandel;90290;00SE;Kenniscentrum Handel;743;Asten;1
13PE;0;743;Asten;havo;geen diploma;ec/maat;25MB;BOL;economie ;Manager handel (Vestigingsmanager groothandel);93494;00SE;Kenniscentrum Handel;847;Someren;1
13PE;0;743;Asten;havo;geen diploma;ec/maat;25MB;BOL;economie ;Toezicht en veiligheid (Handhaver toezicht en veiligheid);94810;00SP;ECABO;743;Asten;1
13PE;0;743;Asten;havo;geen diploma;ec/maat;25MB;BOL;techniek ;Artiest (Muziek);90038;02PT;Kenniscentrum GOC;847;Someren;1
13PE;0;743;Asten;havo;geen diploma;ec/maat;25MB;BOL;combinatie;Juridisch medewerker;22161;00SP;ECABO;847;Someren;1
13PE;0;743;Asten;havo;geen diploma;ec/maat;25MB;BOL;combinatie;Medewerker marketing en communicatie;22166;00SP;ECABO;743;Asten;1
13PE;0;743;Asten;havo;geen diploma;ec/maat;25MB;BOL;combinatie;Sport en bewegen (Sport- en bewegingscoordinator/BOS-medewerker);95292;02QG;Calibris;847;Someren;1
13PE;0;743;Asten;havo;geen diploma;ec/maat;25MB;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;847;Someren;2
13PE;0;743;Asten;havo;geen diploma;ec/maat;25MB;BOL;combinatie;Facilitair leidinggevende;95750;02PY;Kenwerk;743;Asten;1
13PE;0;743;Asten;havo;geen diploma;ec/maat;25MB;BBL;techniek ;Autotechniek (Autotechnicus);93410;02FZ;Innovam Groep;847;Someren;1
13PE;0;743;Asten;havo;geen diploma;cul/maat;25LJ;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;847;Someren;1
13PE;0;743;Asten;havo;geen diploma;cul/maat;25LJ;BOL;combinatie;Applicatie- en mediaontwikkeling (Applicatieontwikkelaar);95311;00SP;ECABO;847;Someren;1
13PE;0;743;Asten;havo;geen diploma;cul/maat;25LJ;BOL;combinatie;Secretariele beroepen;95390;00SP;ECABO;847;Someren;1
13PE;0;743;Asten;havo;geen diploma;cul/maat;25LT;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;743;Asten;1
13PE;0;743;Asten;havo;geen diploma;cul/maat;25MB;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;743;Asten;1
13PE;0;743;Asten;havo;geen diploma;cul/maat;30BC;BOL;combinatie;Vormgeving ruimtelijke presentatie en communicatie;22093;02FW;Savantis;743;Asten;1
13PE;0;743;Asten;havo;diploma;cul/maat;04FO;BOL;techniek ;Mediavormgever (Art & Design KC GOC);90412;02PT;Kenniscentrum GOC;743;Asten;1
13PE;0;743;Asten;havo;diploma;cul/maat;30BC;BOL;combinatie;Vormgeving ruimtelijke presentatie en communicatie;22093;02FW;Savantis;743;Asten;2
13PE;0;743;Asten;vwo;geen diploma;ec/maat;30BC;BOL;combinatie;Podium- en evenemententechniek;22090;02PT;Kenniscentrum GOC;743;Asten;1
13WH;0;513;Gouda;havo;geen diploma;nvt/geen profiel;23KG;BOL;techniek ;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;589;Oudewater;1
13WH;0;513;Gouda;havo;geen diploma;nvt/geen profiel;25LN;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;589;Oudewater;1
13WH;0;513;Gouda;havo;geen diploma;nvt/geen profiel;25PM;BOL;economie ;ICT-medewerker (Medewerker ICT);95060;00SP;ECABO;202;Arnhem;1
13WH;0;513;Gouda;havo;geen diploma;nvt/geen profiel;27GZ;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;595;Reeuwijk;1
13WH;0;513;Gouda;havo;geen diploma;nat/gezond;02PG;BOL;economie ;Interieuradviseur;90940;00SE;Kenniscentrum Handel;513;Gouda;1
13WH;0;513;Gouda;havo;geen diploma;nat/gezond;25LN;BOL;combinatie;Applicatie- en mediaontwikkeling (Mediadeveloper);95313;02PT;Kenniscentrum GOC;513;Gouda;1
13WH;0;513;Gouda;havo;geen diploma;ec/maat;25LN;BOL;economie ;Ondernemer detailhandel;90290;00SE;Kenniscentrum Handel;563;Moordrecht;1
13WH;0;513;Gouda;havo;geen diploma;ec/maat;25LN;BOL;economie ;Financiele beroepen (Bedrijfsadministrateur);93212;00SP;ECABO;513;Gouda;1
13WH;0;513;Gouda;havo;geen diploma;ec/maat;25LN;BOL;combinatie;Applicatie- en mediaontwikkeling (Applicatieontwikkelaar);95311;00SP;ECABO;513;Gouda;1
13WH;0;513;Gouda;havo;geen diploma;cul/maat;25LH;BOL;economie ;Leisure & hospitality (Leisure & hospitality executive);94130;02PY;Kenwerk;513;Gouda;1
13WH;0;513;Gouda;havo;geen diploma;cul/maat;25LH;BOL;combinatie;Sociaal-cultureel werker;22200;02QG;Calibris;513;Gouda;1
13WH;0;513;Gouda;havo;geen diploma;cul/maat;25LN;BOL;economie ;Juridisch medewerker Zakelijke dienstverlening;94891;00SP;ECABO;513;Gouda;1
13WH;0;513;Gouda;havo;geen diploma;cul/maat;25LN;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 3 kinderopvang);92620;02QG;Calibris;513;Gouda;1
13WH;0;513;Gouda;havo;geen diploma;cul/maat;27GZ;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);92631;02QG;Calibris;513;Gouda;1
13WH;0;513;Gouda;havo;geen diploma;ec/maat & cul/maat;27GZ;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;595;Reeuwijk;1
13WH;0;513;Gouda;vwo;geen diploma;nvt/geen profiel;23KG;BOL;techniek ;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;513;Gouda;1
13WH;0;513;Gouda;vwo;geen diploma;nat/tech & nat/gezond;02OV;BOL;techniek ;Fijmmechanische  techniek (Researchinstrumentenmaker);94360;02PR;Kenteq;589;Oudewater;1
13ZU;0;14;Groningen;havo;geen diploma;nat/gezond;02PN;BOL;combinatie;Vormgeving ruimtelijke presentatie en communicatie;22093;02FW;Savantis;14;Groningen;1
13ZU;0;14;Groningen;havo;geen diploma;nat/gezond;25LU;BOL;economie ;Particuliere beveiliging (Beveiliger);94850;00SP;ECABO;5;Bedum;1
13ZU;0;14;Groningen;havo;geen diploma;nat/gezond;25LU;BOL;combinatie;Allround schoonheidsspecialist;95745;16QY;KOC Nederland;53;Winsum;1
13ZU;0;14;Groningen;havo;geen diploma;nat/gezond;25LW;BOL;combinatie;Verzorgende-IG;95530;02QG;Calibris;5;Bedum;1
13ZU;0;14;Groningen;havo;geen diploma;ec/maat;01NJ;BOL;landbouw ;Dierenartsassistent paraveterinair;97590;25DC;Aequor;1699;Noordenveld;1
13ZU;0;14;Groningen;havo;geen diploma;ec/maat;25LU;BOL;economie ;Medewerker personeel en arbeid;94900;00SP;ECABO;14;Groningen;1
13ZU;0;14;Groningen;havo;geen diploma;ec/maat;25LW;BOL;combinatie;Medewerker marketing en communicatie;22166;00SP;ECABO;56;Zuidhorn;1
13ZU;0;14;Groningen;havo;geen diploma;ec/maat;25LW;BOL;combinatie;Pedagogisch Werk;22197;02QG;Calibris;14;Groningen;1
13ZU;0;14;Groningen;havo;geen diploma;cul/maat;25LU;BOL;economie ;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;14;Groningen;1
13ZU;0;14;Groningen;havo;geen diploma;cul/maat;25LW;BOL;combinatie;Maatschappelijke Zorg;22195;02QG;Calibris;14;Groningen;1
13ZU;0;14;Groningen;havo;geen diploma;cul/maat;25LW;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;5;Bedum;1
13ZU;0;14;Groningen;havo;geen diploma;nat/tech & nat/gezond;25LU;BOL;techniek ;Mediavormgever;90400;28DV;Combinatie kenniscentra;14;Groningen;1
13ZU;0;14;Groningen;havo;geen diploma;nat/tech & nat/gezond;25LW;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;56;Zuidhorn;1
13ZU;0;14;Groningen;havo;diploma;ec/maat;25LU;BOL;techniek ;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris Infra);94052;02QH;Fundeon;14;Groningen;1
13ZU;0;14;Groningen;havo;diploma;ec/maat;25LU;BOL;zorg en welzijn;Sport en bewegen;91400;02QG;Calibris;5;Bedum;1
13ZU;0;14;Groningen;havo;diploma;ec/maat;25PJ;BOL;techniek ;Luchtvaartdienstverlener;91850;25HV;VTL;14;Groningen;1
14DC;0;72;Harlingen;havo;geen diploma;nvt/geen profiel;25LG;BOL;combinatie;Frontofficemedewerker;22184;02PY;Kenwerk;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;nvt/geen profiel;25PW;BOL;combinatie;Juridisch medewerker;22161;00SP;ECABO;91;Sneek;1
14DC;0;72;Harlingen;havo;geen diploma;nat/tech;18XX;BOL;combinatie;Stuurman alle vissersschepen S4;95737;25HV;VTL;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;nat/tech;25LG;BOL;economie ;ICT-beheer;93190;00SP;ECABO;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;nat/tech;25LG;BOL;combinatie;Middenkader engineering;22050;02PR;Kenteq;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;nat/tech;25PX;BOL;combinatie;Koopvaardij officier alle schepen;22124;25HV;VTL;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;nat/gezond;08PG;BOL;zorg en welzijn;Kapper (Junior Kapper);95120;16QY;KOC Nederland;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;nat/gezond;12VI;BOL;landbouw ;Teelt 4 (Manager teelt);97681;25DC;Aequor;70;Franekeradeel;1
14DC;0;72;Harlingen;havo;geen diploma;nat/gezond;12VI;BOL;combinatie;Recreatiedieren (Ondernemer/manager recreatiedieren);97730;25DC;Aequor;70;Franekeradeel;1
14DC;0;72;Harlingen;havo;geen diploma;nat/gezond;25LG;BOL;combinatie;Middenkader engineering;22050;02PR;Kenteq;70;Franekeradeel;1
14DC;0;72;Harlingen;havo;geen diploma;nat/gezond;25LG;BOL;combinatie;Analist;22082;02QD;Kenniscentrum PMLF;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;ec/maat;08PG;BOL;combinatie;Secretariele beroepen;22157;00SP;ECABO;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;ec/maat;08PG;BOL;combinatie;Kok (Zelfstandig werkend kok);95420;02PY;Kenwerk;70;Franekeradeel;1
14DC;0;72;Harlingen;havo;geen diploma;ec/maat;12VI;BOL;landbouw ;Milieu en ruimte (Milieufunctionaris);97372;25DC;Aequor;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;ec/maat;25LG;BOL;economie ;Ondernemer horeca/bakkerij;90300;02PY;Kenwerk;70;Franekeradeel;1
14DC;0;72;Harlingen;havo;geen diploma;ec/maat;25LG;BOL;economie ;Ondernemer horeca/bakkerij;90300;02PY;Kenwerk;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;ec/maat;25LG;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;ec/maat;25LG;BOL;techniek ;Gaming artist;93220;02PT;Kenniscentrum GOC;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;ec/maat;25LG;BOL;zorg en welzijn;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);92670;02QG;Calibris;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;ec/maat;25LG;BOL;combinatie;Financiele beroepen;22158;00SP;ECABO;70;Franekeradeel;1
14DC;0;72;Harlingen;havo;geen diploma;ec/maat;25LG;BOL;combinatie;Juridisch medewerker;22161;00SP;ECABO;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;ec/maat;25LG;BOL;combinatie;Sport en bewegen;22171;02QG;Calibris;72;Harlingen;2
14DC;0;72;Harlingen;havo;geen diploma;ec/maat;25LG;BOL;combinatie;Sport en bewegen;22171;02QG;Calibris;83;Menaldumadeel;1
14DC;0;72;Harlingen;havo;geen diploma;ec/maat;25LG;BOL;combinatie;Frontofficemedewerker;22184;02PY;Kenwerk;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;cul/maat;08PG;BOL;zorg en welzijn;Tandartsassistent;91410;02QG;Calibris;710;Wunseradiel;1
14DC;0;72;Harlingen;havo;geen diploma;cul/maat;08PG;BOL;combinatie;Applicatie- en mediaontwikkeling;22087;28DV;Combinatie kenniscentra;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;cul/maat;25LG;BOL;combinatie;Sport en bewegen;22171;02QG;Calibris;72;Harlingen;1
14DC;0;72;Harlingen;havo;geen diploma;cul/maat;25LG;BOL;combinatie;Maatschappelijke Zorg;22195;02QG;Calibris;70;Franekeradeel;1
14DC;0;72;Harlingen;havo;diploma;ec/maat;25LG;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;70;Franekeradeel;1
14DC;0;72;Harlingen;havo;diploma;cul/maat;08PG;BOL;zorg en welzijn;Doktersassistent;91310;02QG;Calibris;72;Harlingen;1
14FW;0;74;Heerenveen;havo;geen diploma;nvt/geen profiel;08PG;BOL;combinatie;Commercieel medewerker;22164;28DV;Combinatie kenniscentra;90;Smallingerland;1
14FW;0;74;Heerenveen;havo;geen diploma;nvt/geen profiel;25LU;BOL;combinatie;Sport en bewegen (Sport- en bewegingscoordinator/ Trainer/coach);95294;02QG;Calibris;737;Tytsjerksteradiel;1
14FW;0;74;Heerenveen;havo;geen diploma;nat/tech;08PG;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;86;Opsterland;1
14FW;0;74;Heerenveen;havo;geen diploma;nat/tech;25LG;BOL;economie ;Interieuradviseur;90940;00SE;Kenniscentrum Handel;80;Leeuwarden;1
14FW;0;74;Heerenveen;havo;geen diploma;nat/tech;25LG;BOL;combinatie;Middenkader engineering;22050;02PR;Kenteq;51;Skarsterlan;1
14FW;0;74;Heerenveen;havo;geen diploma;nat/tech;25LG;BOL;combinatie;Middenkader engineering;22050;02PR;Kenteq;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;nat/tech;25LG;BOL;combinatie;Sport en bewegen;22171;02QG;Calibris;91;Sneek;1
14FW;0;74;Heerenveen;havo;geen diploma;nat/tech;25PX;BBL;combinatie;Binnenvaart (Schipper binnenvaart);95630;25HV;VTL;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;nat/gezond;25LG;BOL;combinatie;Analist;22082;02QD;Kenniscentrum PMLF;51;Skarsterlan;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;08PG;BOL;zorg en welzijn;Pedagogisch Werk (Gespecialiseerd pedagogisch medewerker 4  kinderopvang);92632;02QG;Calibris;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;08PG;BOL;combinatie;Schoonheidsspecialist;95746;16QY;KOC Nederland;55;Boarnsterhim;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;25LG;BOL;economie ;Manager handel (Filiaalmanager);93492;00SE;Kenniscentrum Handel;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;25LG;BOL;combinatie;Analist;22082;02QD;Kenniscentrum PMLF;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;25LG;BOL;combinatie;Medewerker marketing en communicatie;22166;00SP;ECABO;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;25LG;BOL;combinatie;Sport en bewegen;22171;02QG;Calibris;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;25LG;BOL;combinatie;Pedagogisch Werk;22197;02QG;Calibris;59;Achtkarspelen;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;25LG;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;86;Opsterland;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;25LU;BOL;combinatie;Sport en bewegen (Sport- en bewegingscoordinator/ Trainer/coach);95294;02QG;Calibris;1680;Aa en Hunze;1
14FW;0;74;Heerenveen;havo;geen diploma;cul/maat;08PG;BOL;techniek ;Mediavormgever (Art & Design KC GOC);90412;02PT;Kenniscentrum GOC;74;Heerenveen;2
14FW;0;74;Heerenveen;havo;geen diploma;cul/maat;08PG;BOL;techniek ;Gaming artist;93220;02PT;Kenniscentrum GOC;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;cul/maat;08PG;BOL;combinatie;Mediamanagement (Ordermanager creatieve industrie);95400;02PT;Kenniscentrum GOC;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;cul/maat;25LG;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;51;Skarsterlan;1
14FW;0;74;Heerenveen;havo;diploma;nat/tech;08PG;BOL;economie ;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);95081;00SP;ECABO;51;Skarsterlan;1
