SCHOOLJAAR 2011-2012 IN HET VO (peildatum 1 oktober 2011);;;;;;;SCHOOLJAAR 2012-2013 IN HET MBO (peildatum 1 oktober 2012);;;;;;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;LEERWEG MBO;MBO SECTOR;KWALIFICATIE NAAM;KWALIFICATIE CODE;BRIN NUMMER KENNISCENTRUM;NAAM KENNISCENTRUM;GEMEENTENUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
00UM;0;406;Huizen;havo;diploma;nat/gezond;25PZ;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;406;Huizen;1
00UM;0;406;Huizen;havo;diploma;ec/maat;30RR;BOL;combinatie;Schoonheidsspecialist;95746;16QY;KOC Nederland;317;Eemnes;1
00UM;0;406;Huizen;havo;diploma;cul/maat;25GV;BOL;landbouw ;Dierenartsassistent paraveterinair;97590;25DC;Aequor;406;Huizen;1
00UM;0;406;Huizen;havo;diploma;cul/maat;25PZ;BOL;economie ;Particuliere beveiliging (Beveiliger);94850;00SP;ECABO;406;Huizen;1
00UZ;0;553;Lisse;havo;geen diploma;nat/gezond;25MA;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;534;Hillegom;1
00UZ;0;553;Lisse;havo;geen diploma;ec/maat;25LN;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);92631;02QG;Calibris;553;Lisse;1
00UZ;0;553;Lisse;havo;geen diploma;ec/maat;25LU;BOL;zorg en welzijn;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);92662;02QG;Calibris;118;Hoogeveen;1
00UZ;0;553;Lisse;havo;geen diploma;ec/maat;25MA;BOL;economie ;Commercieel medewerker ((Junior) Accountmanager);93802;00SE;Kenniscentrum Handel;553;Lisse;1
00UZ;0;553;Lisse;havo;geen diploma;ec/maat;25MA;BOL;zorg en welzijn;Doktersassistent;91310;02QG;Calibris;553;Lisse;1
00UZ;0;553;Lisse;havo;geen diploma;ec/maat;25MA;BOL;combinatie;Sport en bewegen;22171;02QG;Calibris;553;Lisse;1
00UZ;0;553;Lisse;havo;geen diploma;ec/maat;25PX;BOL;zorg en welzijn;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);92670;02QG;Calibris;534;Hillegom;1
00UZ;0;553;Lisse;havo;geen diploma;ec/maat;25PX;BOL;combinatie;Sport en bewegen (Sport- en bewegingscoordinator/ Trainer/coach);95294;02QG;Calibris;394;Haarlemmermeer;1
00UZ;0;553;Lisse;havo;geen diploma;ec/maat;25PZ;BOL;economie ;Veiligheid en vakmanschap (Aankomend onderofficier grondoptreden);95091;00SP;ECABO;534;Hillegom;1
00UZ;0;553;Lisse;havo;geen diploma;ec/maat;25PZ;BOL;techniek ;Mediavormgever (Animatie/audiovisuele vormgeving);90411;02PT;Kenniscentrum GOC;553;Lisse;1
00UZ;0;553;Lisse;havo;geen diploma;ec/maat;25PZ;BOL;techniek ;Luchtvaartdienstverlener;91850;25HV;VTL;394;Haarlemmermeer;1
00UZ;0;553;Lisse;havo;geen diploma;cul/maat;25MA;BOL;zorg en welzijn;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);92662;02QG;Calibris;553;Lisse;1
00UZ;0;553;Lisse;havo;geen diploma;cul/maat;25PX;BOL;zorg en welzijn;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);92670;02QG;Calibris;534;Hillegom;1
00UZ;0;553;Lisse;havo;geen diploma;cul/maat;25PX;BOL;combinatie;Facilitair leidinggevende;95750;02PY;Kenwerk;302;Nunspeet;1
00UZ;0;553;Lisse;havo;diploma;ec/maat;25PX;BOL;economie ;Toezicht en veiligheid (Handhaver toezicht en veiligheid);94810;00SP;ECABO;553;Lisse;1
00UZ;0;553;Lisse;havo;diploma;cul/maat;25PX;BOL;combinatie;Sport en bewegen (Sport- en bewegingscoordinator/ Trainer/coach);95294;02QG;Calibris;534;Hillegom;1
00VY;0;356;Nieuwegein;havo;geen diploma;nat/tech;25LH;BOL;techniek ;Mediavormgever;90400;28DV;Combinatie kenniscentra;321;Houten;1
00VY;0;356;Nieuwegein;havo;geen diploma;nat/gezond;25LH;BOL;zorg en welzijn;Sociaal-cultureel werker;91370;02QG;Calibris;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;geen diploma;ec/maat;25LH;BOL;economie ;ICT-medewerker (Medewerker beheer ICT);95070;00SP;ECABO;344;Utrecht;1
00VY;0;356;Nieuwegein;havo;geen diploma;ec/maat;25LH;BOL;zorg en welzijn;Pedagogisch werk;92630;02QG;Calibris;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;geen diploma;ec/maat;25LH;BOL;combinatie;Facilitair leidinggevende;95750;02PY;Kenwerk;353;IJsselstein;1
00VY;0;356;Nieuwegein;havo;geen diploma;ec/maat;25LH;BBL;economie ;Manager handel (Filiaalmanager);93492;00SE;Kenniscentrum Handel;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;geen diploma;ec/maat;30RN;BOL;economie ;Financiele beroepen (Assistent-accountant);93211;00SP;ECABO;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;geen diploma;ec/maat;30RN;BOL;combinatie;Juridisch medewerker;22161;00SP;ECABO;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;geen diploma;cul/maat;25LH;BOL;economie ;ICT-medewerker (Medewerker beheer ICT);95070;00SP;ECABO;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;geen diploma;cul/maat;25LH;BOL;techniek ;Artiest (Muziek);90038;02PT;Kenniscentrum GOC;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;geen diploma;cul/maat;25LH;BOL;combinatie;Sport en bewegen;22171;02QG;Calibris;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;geen diploma;cul/maat;25LH;BOL;combinatie;AV-specialist;95702;02PT;Kenniscentrum GOC;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;geen diploma;cul/maat;25LH;BBL;economie ;Kok;90760;02PY;Kenwerk;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;diploma;nat/gezond;01OE;BOL;combinatie;Recreatiedieren (Ondernemer/manager recreatiedieren);97730;25DC;Aequor;620;Vianen;1
00VY;0;356;Nieuwegein;havo;diploma;nat/gezond;30RN;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;diploma;nat/gezond;30RN;BBL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;diploma;ec/maat;05EA;BOL;combinatie;Machinist Railvervoer (Machinist railvervoer);95650;25HV;VTL;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;diploma;ec/maat;25LF;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;356;Nieuwegein;1
00VY;0;356;Nieuwegein;vwo;diploma;cul/maat;25LP;BOL;techniek ;Goud- en Zilversmeden (Goudsmid);92803;02PS;SVGB;356;Nieuwegein;1
00VY;4;353;IJsselstein;havo;geen diploma;ec/maat;25LH;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;353;IJsselstein;1
00VY;4;353;IJsselstein;havo;geen diploma;cul/maat;25PZ;BOL;techniek ;Luchtvaartdienstverlener;91850;25HV;VTL;353;IJsselstein;1
00WH;0;512;Gorinchem;havo;geen diploma;nvt/geen profiel;04CY;BOL;economie ;ICT-medewerker (Medewerker beheer ICT);95070;00SP;ECABO;297;Zaltbommel;1
00WH;0;512;Gorinchem;havo;geen diploma;nvt/geen profiel;09MR;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;263;Maasdriel;1
00WH;0;512;Gorinchem;havo;geen diploma;nvt/geen profiel;09MR;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;523;Hardinxveld-Giessendam;1
00WH;0;512;Gorinchem;havo;geen diploma;nvt/geen profiel;09MR;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;707;Zederik;1
00WH;0;512;Gorinchem;havo;geen diploma;nvt/geen profiel;09MR;BOL;zorg en welzijn;Maatschappelijke Zorg (Medewerker maatschappelijke zorg);92650;02QG;Calibris;707;Zederik;1
00WH;0;512;Gorinchem;havo;geen diploma;nvt/geen profiel;09MR;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;297;Zaltbommel;1
00WH;0;512;Gorinchem;havo;geen diploma;nvt/geen profiel;09MR;BOL;combinatie;Verzorgende-IG;95530;02QG;Calibris;236;Geldermalsen;1
00WH;0;512;Gorinchem;havo;geen diploma;nvt/geen profiel;09MR;BBL;economie ;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;707;Zederik;1
00WH;0;512;Gorinchem;havo;geen diploma;nat/gezond;04CY;BBL;combinatie;Verzorgende-IG;95530;02QG;Calibris;545;Leerdam;1
00WH;0;512;Gorinchem;havo;geen diploma;ec/maat;20MQ;BOL;techniek ;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;523;Hardinxveld-Giessendam;1
00WH;0;512;Gorinchem;havo;geen diploma;ec/maat;20MQ;BBL;economie ;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;870;Werkendam;1
00WH;0;512;Gorinchem;havo;geen diploma;cul/maat;09MR;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 3 kinderopvang);92620;02QG;Calibris;523;Hardinxveld-Giessendam;1
00WH;0;512;Gorinchem;havo;geen diploma;cul/maat;09MR;BOL;zorg en welzijn;Pedagogisch Werk (Gespecialiseerd pedagogisch medewerker 4  kinderopvang);92632;02QG;Calibris;870;Werkendam;1
00WH;0;512;Gorinchem;havo;geen diploma;cul/maat;09MR;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;738;Aalburg;1
00WH;0;512;Gorinchem;havo;geen diploma;nat/tech & nat/gezond;01OE;BOL;combinatie;Productiedieren (Melkveehouder);97713;25DC;Aequor;236;Geldermalsen;1
00WH;0;512;Gorinchem;havo;geen diploma;nat/tech & nat/gezond;05EA;BOL;combinatie;Maritiem officier alle schepen;95728;25HV;VTL;610;Sliedrecht;1
00WH;0;512;Gorinchem;havo;geen diploma;nat/tech & nat/gezond;09MR;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;733;Lingewaal;1
00WH;0;512;Gorinchem;havo;diploma;nat/tech;04FO;BOL;techniek ;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris Bouw);94051;02QH;Fundeon;304;Neerijnen;1
00WH;0;512;Gorinchem;havo;diploma;nat/tech;05EA;BBL;techniek ;Chauffeur goederenvervoer;91830;25HV;VTL;707;Zederik;1
00WH;0;512;Gorinchem;havo;diploma;nat/tech;09MR;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;297;Zaltbommel;1
00WH;0;512;Gorinchem;havo;diploma;nat/gezond;00GT;BOL;zorg en welzijn;Apothekersassistent;91300;02QG;Calibris;870;Werkendam;1
00WH;0;512;Gorinchem;havo;diploma;nat/gezond;00GT;BBL;combinatie;Verzorgende-IG;95530;02QG;Calibris;693;Graafstroom;1
00WH;0;512;Gorinchem;havo;diploma;nat/gezond;01OE;BOL;landbouw ;Groen, grond, infra (Manager gemechaniseerd loonbedrijf);97650;25DC;Aequor;523;Hardinxveld-Giessendam;1
00WH;0;512;Gorinchem;havo;diploma;nat/gezond;04FO;BBL;techniek ;Machinaal houtbewerker;95000;04IN;SH&M;874;Woudrichem;1
00WH;0;512;Gorinchem;havo;diploma;nat/gezond;09MR;BOL;economie ;Commercieel medewerker ((Junior) Accountmanager);93801;00SP;ECABO;297;Zaltbommel;1
00WH;0;512;Gorinchem;havo;diploma;nat/gezond;09MR;BOL;combinatie;Secretariele beroepen (Directiesecretaresse/managementassistent);95391;00SP;ECABO;523;Hardinxveld-Giessendam;1
00WH;0;512;Gorinchem;havo;diploma;nat/gezond;25LH;BBL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;297;Zaltbommel;1
00WH;0;512;Gorinchem;havo;diploma;nat/gezond;25LH;BBL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;707;Zederik;1
00WH;0;512;Gorinchem;havo;diploma;nat/gezond;25LH;BBL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;870;Werkendam;1
00WH;0;512;Gorinchem;havo;diploma;nat/gezond;25LX;BOL;economie ;Veiligheid en vakmanschap (Aankomend onderofficier grondoptreden);95091;00SP;ECABO;870;Werkendam;1
00WH;0;512;Gorinchem;havo;diploma;nat/gezond;25LX;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;870;Werkendam;1
00WH;0;512;Gorinchem;havo;diploma;ec/maat;09MR;BOL;economie ;Commercieel medewerker ((Junior) Accountmanager);93801;00SP;ECABO;297;Zaltbommel;1
00WH;0;512;Gorinchem;havo;diploma;ec/maat;09MR;BOL;combinatie;Secretariele beroepen (Directiesecretaresse/managementassistent);95391;00SP;ECABO;512;Gorinchem;1
00WH;0;512;Gorinchem;havo;diploma;ec/maat;09MR;BOL;combinatie;Secretariele beroepen (Directiesecretaresse/managementassistent);95391;00SP;ECABO;867;Waalwijk;1
00WH;0;512;Gorinchem;havo;diploma;ec/maat;25LX;BOL;economie ;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);95081;00SP;ECABO;297;Zaltbommel;1
00WH;0;512;Gorinchem;havo;diploma;cul/maat;09MR;BOL;zorg en welzijn;Pedagogisch Werk (Gespecialiseerd pedagogisch medewerker 4  kinderopvang);92632;02QG;Calibris;870;Werkendam;1
00WH;0;512;Gorinchem;havo;diploma;cul/maat;25LP;BBL;combinatie;Secretariele beroepen (Directiesecretaresse/managementassistent);95391;00SP;ECABO;236;Geldermalsen;1
00WH;0;512;Gorinchem;havo;diploma;nat/tech & nat/gezond;08PG;BBL;techniek ;Dakdekker (Dakdekker bitumen en kunststof);93841;02QH;Fundeon;297;Zaltbommel;1
00WH;0;512;Gorinchem;havo;diploma;nat/tech & nat/gezond;25LF;BOL;combinatie;Sport en bewegen;22171;02QG;Calibris;202;Arnhem;1
00WH;0;512;Gorinchem;vwo;geen diploma;nvt/geen profiel;01OE;BOL;landbouw ;natuur en groene ruimte 3 (Vakbekwaam medewerker en recreatiebedrijf);97255;25DC;Aequor;738;Aalburg;1
00WH;0;512;Gorinchem;vwo;geen diploma;nvt/geen profiel;09MR;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;297;Zaltbommel;1
00WH;0;512;Gorinchem;vwo;geen diploma;nvt/geen profiel;09MR;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;870;Werkendam;1
00WI;0;233;Ermelo;havo;geen diploma;nvt/geen profiel;25GV;BOL;combinatie;Recreatiedieren (Ondernemer/manager recreatiedieren);97730;25DC;Aequor;273;Putten;1
00WI;0;233;Ermelo;havo;geen diploma;nvt/geen profiel;25PJ;BOL;techniek ;Medewerker mode/maatkleding (Allround medewerker mode/maatkleding);91250;00SE;Kenniscentrum Handel;50;Zeewolde;1
00WI;0;233;Ermelo;havo;geen diploma;nvt/geen profiel;30RR;BOL;zorg en welzijn;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);92670;02QG;Calibris;233;Ermelo;1
00WI;0;233;Ermelo;havo;geen diploma;nat/tech;01OE;BBL;landbouw ;natuur en groene ruimte 3 (Vakbekwaam hovenier);97253;25DC;Aequor;273;Putten;1
00WI;0;233;Ermelo;havo;geen diploma;nat/tech;13US;BOL;landbouw ;Manager natuur en recreatie;97090;25DC;Aequor;273;Putten;1
00WI;0;233;Ermelo;havo;geen diploma;nat/gezond;01AA;BOL;economie ;ICT-medewerker (Medewerker beheer ICT);95070;00SP;ECABO;273;Putten;1
00WI;0;233;Ermelo;havo;geen diploma;nat/gezond;01AA;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;233;Ermelo;2
00WI;0;233;Ermelo;havo;geen diploma;nat/gezond;02PN;BOL;combinatie;Mediavormgever;22086;28DV;Combinatie kenniscentra;243;Harderwijk;1
00WI;0;233;Ermelo;havo;geen diploma;nat/gezond;25LH;BOL;techniek ;Mediavormgever;90400;28DV;Combinatie kenniscentra;50;Zeewolde;1
00WI;0;233;Ermelo;havo;geen diploma;ec/maat;01AA;BOL;economie ;Commercieel medewerker (Commercieel medewerker binnendienst);90112;00SE;Kenniscentrum Handel;233;Ermelo;1
00WI;0;233;Ermelo;havo;geen diploma;ec/maat;01AA;BOL;economie ;Manager handel (Vestigingsmanager groothandel);93494;00SE;Kenniscentrum Handel;50;Zeewolde;1
00WI;0;233;Ermelo;havo;geen diploma;ec/maat;01AA;BOL;economie ;Commercieel medewerker ((Junior) Accountmanager);93802;00SE;Kenniscentrum Handel;233;Ermelo;1
00WI;0;233;Ermelo;havo;geen diploma;ec/maat;01AA;BOL;combinatie;Mediadeveloper;95701;02PT;Kenniscentrum GOC;273;Putten;1
00WI;0;233;Ermelo;havo;geen diploma;ec/maat;25LH;BOL;techniek ;Mediavormgever (Animatie/audiovisuele vormgeving);90411;02PT;Kenniscentrum GOC;233;Ermelo;1
00WI;0;233;Ermelo;havo;geen diploma;cul/maat;30RR;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);92631;02QG;Calibris;233;Ermelo;1
00WI;0;233;Ermelo;havo;geen diploma;cul/maat;30RR;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);92631;02QG;Calibris;273;Putten;1
00WI;0;233;Ermelo;havo;geen diploma;cul/maat;30RR;BOL;zorg en welzijn;Kapper (Junior Kapper);95120;16QY;KOC Nederland;233;Ermelo;1
00WI;0;233;Ermelo;havo;diploma;nat/tech;23KG;BOL;techniek ;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;273;Putten;1
00WI;0;233;Ermelo;havo;diploma;nat/gezond;25GV;BOL;landbouw ;Dierenartsassistent paraveterinair;97590;25DC;Aequor;273;Putten;1
00WI;0;233;Ermelo;havo;diploma;cul/maat;25GV;BOL;landbouw ;Dierenartsassistent paraveterinair;97590;25DC;Aequor;273;Putten;1
00WI;0;233;Ermelo;vwo;diploma;cul/maat;25LP;BOL;techniek ;Juweliersbedrijf (Juwelier);92820;02PS;SVGB;273;Putten;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nvt/geen profiel;25PT;BBL;techniek ;Machinebouw Mechatronica (Monteur mechatronica);91080;02PR;Kenteq;429;Obdam;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nvt/geen profiel;25PT;BBL;techniek ;Assistent Mobiliteitsbranche;93741;02FZ;Innovam Groep;416;Langedijk;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nvt/geen profiel;25PX;BOL;combinatie;Koopvaardij officier alle schepen;22124;25HV;VTL;458;Schermer;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/tech;25PT;BOL;economie ;Logistiek teamleider (Logistiek teamleider);90201;00SE;Kenniscentrum Handel;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/tech;25PT;BOL;techniek ;Werkvoorbereiden (Technisch Tekenaar);92500;02PR;Kenteq;429;Obdam;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/tech;25PT;BOL;combinatie;Applicatie- en mediaontwikkeling;22087;28DV;Combinatie kenniscentra;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;ec/maat;25PT;BOL;economie ;Kok;90760;02PY;Kenwerk;429;Obdam;1
00XA;0;398;Heerhugowaard;havo;geen diploma;ec/maat;25PT;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;398;Heerhugowaard;2
00XA;0;398;Heerhugowaard;havo;geen diploma;ec/maat;25PT;BOL;combinatie;Financiele beroepen;22158;00SP;ECABO;398;Heerhugowaard;2
00XA;0;398;Heerhugowaard;havo;geen diploma;ec/maat;25PT;BOL;combinatie;Juridisch medewerker;22161;00SP;ECABO;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;ec/maat;25PZ;BOL;techniek ;AV-productie (Allround medewerker AV-productie);90061;02PT;Kenniscentrum GOC;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;cul/maat;25PT;BOL;combinatie;Pedagogisch Werk;22197;02QG;Calibris;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;cul/maat;25PT;BOL;combinatie;Secretariele beroepen (Directiesecretaresse/managementassistent);95391;00SP;ECABO;412;Niedorp;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/tech & nat/gezond;25PT;BOL;techniek ;Werkvoorbereiden (Technisch Tekenaar);92500;02PR;Kenteq;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/tech & nat/gezond;25PT;BOL;techniek ;Werkvoorbereiden (Technisch Tekenaar);92500;02PR;Kenteq;429;Obdam;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/tech & nat/gezond;25PT;BOL;techniek ;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris Bouw);94051;02QH;Fundeon;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/tech & nat/gezond;25PT;BOL;combinatie;Applicatie- en mediaontwikkeling;22087;28DV;Combinatie kenniscentra;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/tech & nat/gezond;25PX;BOL;techniek ;Laboratoriummedewerker (Allround Laborant);91730;02QD;Kenniscentrum PMLF;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;diploma;nat/gezond;25PT;BOL;techniek ;Werkvoorbereiden (Technisch Tekenaar);92500;02PR;Kenteq;416;Langedijk;1
00XA;0;398;Heerhugowaard;havo;diploma;ec/maat;25PT;BOL;techniek ;Werkvoorbereiden (Technisch Tekenaar);92500;02PR;Kenteq;412;Niedorp;1
00XA;0;398;Heerhugowaard;havo;diploma;ec/maat;25PT;BBL;economie ;Kok;90760;02PY;Kenwerk;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;diploma;cul/maat;02PG;BOL;economie ;Interieuradviseur;90940;00SE;Kenniscentrum Handel;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;diploma;cul/maat;25PT;BOL;combinatie;Vormgeving ruimtelijke presentatie en communicatie;22093;02FW;Savantis;458;Schermer;1
00XA;0;398;Heerhugowaard;havo;diploma;nat/tech & nat/gezond;25PX;BBL;techniek ;Service apparatuur en installaties (Servicemonteur werktuigbouw);94324;02PR;Kenteq;429;Obdam;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;nat/tech;25MA;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;1916;Leidschendam-Voorburg;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;nat/gezond;02OV;BOL;techniek ;Fijmmechanische  techniek (Researchinstrumentenmaker);94360;02PR;Kenteq;1916;Leidschendam-Voorburg;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;nat/gezond;27GZ;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;1916;Leidschendam-Voorburg;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;ec/maat;25MA;BBL;economie ;Reizen (verkoper reizen);94090;02PY;Kenwerk;1916;Leidschendam-Voorburg;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;ec/maat;27GZ;BOL;economie ;Leisure & hospitality (Leisure & hospitality executive);94130;02PY;Kenwerk;518;s-Gravenhage;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;ec/maat;27GZ;BOL;economie ;Particuliere beveiliging (Beveiliger);94850;00SP;ECABO;1916;Leidschendam-Voorburg;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;cul/maat;25MA;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;1916;Leidschendam-Voorburg;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;cul/maat;27GZ;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);92631;02QG;Calibris;518;s-Gravenhage;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;cul/maat;27GZ;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;1926;Pijnacker-Nootdorp;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;cul/maat;27GZ;BOL;combinatie;Secretariele beroepen (Secretaresse);95380;00SP;ECABO;1916;Leidschendam-Voorburg;1
00YH;3;512;Gorinchem;havo;geen diploma;nvt/geen profiel;20MQ;BOL;combinatie;Verzorgende-IG;95530;02QG;Calibris;512;Gorinchem;1
00YH;3;512;Gorinchem;havo;geen diploma;nat/tech;20MQ;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;523;Hardinxveld-Giessendam;1
00YH;3;512;Gorinchem;havo;geen diploma;nat/tech;25LP;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;707;Zederik;1
00YH;3;512;Gorinchem;havo;geen diploma;ec/maat;09MR;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;523;Hardinxveld-Giessendam;1
00YH;3;512;Gorinchem;havo;geen diploma;ec/maat;20MQ;BOL;economie ;Medewerker marketing en communicatie (Marketing medewerker);90532;00SP;ECABO;523;Hardinxveld-Giessendam;1
00YH;3;512;Gorinchem;havo;geen diploma;ec/maat;20MQ;BOL;economie ;Financiele beroepen (Bedrijfsadministrateur);93212;00SP;ECABO;610;Sliedrecht;1
00YH;3;512;Gorinchem;havo;geen diploma;ec/maat;25LH;BOL;zorg en welzijn;Apothekersassistent;91300;02QG;Calibris;733;Lingewaal;1
00YH;3;512;Gorinchem;havo;geen diploma;cul/maat;25LH;BOL;economie ;Frontofficemedewerker (Frontofficemanager);94072;02PY;Kenwerk;523;Hardinxveld-Giessendam;1
00YH;3;512;Gorinchem;havo;geen diploma;cul/maat;25LH;BOL;zorg en welzijn;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);92670;02QG;Calibris;689;Giessenlanden;1
00YH;3;512;Gorinchem;havo;diploma;nat/tech;02PG;BOL;techniek ;Meubelmaker/(scheeps)interieurbouwer (Ondernemer meubelindustrie/(scheeps)inter;94592;04IN;SH&M;512;Gorinchem;1
00YH;3;512;Gorinchem;havo;diploma;ec/maat;23JA;BOL;techniek ;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;610;Sliedrecht;1
00YH;3;512;Gorinchem;havo;diploma;ec/maat;25LH;BOL;economie ;Frontofficemedewerker (Frontofficemanager);94072;02PY;Kenwerk;512;Gorinchem;1
00YH;3;512;Gorinchem;havo;diploma;ec/maat;25PW;BOL;techniek ;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;689;Giessenlanden;1
00YH;3;512;Gorinchem;havo;diploma;cul/maat;02PG;BOL;techniek ;Meubelmaker/(scheeps)interieurbouwer (Ondernemer meubelindustrie/(scheeps)inter;94592;04IN;SH&M;733;Lingewaal;1
