SCHOOLJAAR 2012-2013 IN HET VO (peildatum 1 oktober 2012);;;;;;;SCHOOLJAAR 2013-2014 IN HET MBO (peildatum 1 oktober 2013);;;;;;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;LEERWEG MBO;MBO SECTOR;KWALIFICATIE NAAM;KWALIFICATIE CODE;BRIN NUMMER KENNISCENTRUM;NAAM KENNISCENTRUM;GEMEENTENUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
14FW;0;74;Heerenveen;havo;geen diploma;nat/tech;08PG;BOL;techniek;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris Bouw);94051;02QH;Fundeon;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;nat/tech;08PG;BOL;techniek;Middenkader engineering (Technicus);94421;02PR;Kenteq;86;Opsterland;1
14FW;0;74;Heerenveen;havo;geen diploma;nat/tech;25LG;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;86;Opsterland;1
14FW;0;74;Heerenveen;havo;geen diploma;nat/gezond;08PG;BOL;zorg en welzijn;Doktersassistent;91310;02QG;Calibris;82;Lemsterland;1
14FW;0;74;Heerenveen;havo;geen diploma;nat/gezond;12VI;BOL;landbouw;Voedingsmanagement (Voedingsspecialist);97541;25DC;Aequor;55;Boarnsterhim;1
14FW;0;74;Heerenveen;havo;geen diploma;nat/gezond;25LG;BOL;combinatie;ICT- en mediabeheer;22088;28DV;Combinatie kenniscen;51;Skarsterlan;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;08PG;BOL;techniek;AV-productie (Fotograaf);90083;02QD;Kenniscentrum PMLF;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;08PG;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;25LG;BOL;economie;Financiele beroepen;22158;00SP;ECABO;51;Skarsterlan;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;25LG;BOL;economie;Financiele beroepen;22158;00SP;ECABO;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;25LG;BOL;economie;Juridisch medewerker;22161;00SP;ECABO;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;25LG;BOL;economie;Medewerker marketing en communicatie;22166;00SP;ECABO;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;ec/maat;25LG;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;74;Heerenveen;2
14FW;0;74;Heerenveen;havo;geen diploma;cul/maat;08PG;BOL;zorg en welzijn;Apothekersassistent;91300;02QG;Calibris;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;cul/maat;08PG;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;51;Skarsterlan;1
14FW;0;74;Heerenveen;havo;geen diploma;cul/maat;25LG;BOL;economie;Juridisch medewerker;22161;00SP;ECABO;86;Opsterland;1
14FW;0;74;Heerenveen;havo;geen diploma;cul/maat;25LG;BOL;zorg en welzijn;Maatschappelijke Zorg;22195;02QG;Calibris;86;Opsterland;1
14FW;0;74;Heerenveen;havo;geen diploma;cul/maat;25LG;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;geen diploma;cul/maat;25PJ;BOL;zorg en welzijn;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);92670;02QG;Calibris;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;diploma;nat/gezond;25LG;BOL;economie;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;86;Opsterland;1
14FW;0;74;Heerenveen;havo;diploma;ec/maat;08PG;BOL;techniek;Mediavormgever (Art & Design KC GOC);90412;02PT;Kenniscentrum GOC;86;Opsterland;1
14FW;0;74;Heerenveen;havo;diploma;ec/maat;25LG;BOL;techniek;Analist;22082;02QD;Kenniscentrum PMLF;51;Skarsterlan;1
14FW;0;74;Heerenveen;havo;diploma;ec/maat;25LG;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;74;Heerenveen;1
14FW;0;74;Heerenveen;havo;diploma;ec/maat;25LG;BBL;economie;Manager handel (Filiaalmanager);93492;00SE;Kenniscentrum Handel;86;Opsterland;1
14FW;0;74;Heerenveen;havo;diploma;cul/maat;25LG;BOL;zorg en welzijn;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);92670;02QG;Calibris;74;Heerenveen;1
14LF;0;794;Helmond;havo;geen diploma;nvt/geen profiel;25LJ;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;1652;Gemert-Bakel;1
14LF;0;794;Helmond;havo;geen diploma;nat/tech;25LJ;BOL;economie;Applicatie- en mediaontwikkeling (Applicatieontwikkelaar);95311;00SP;ECABO;794;Helmond;1
14LF;0;794;Helmond;havo;geen diploma;nat/tech;25LJ;BOL;techniek;Middenkader engineering (Technicus);94421;02PR;Kenteq;794;Helmond;1
14LF;0;794;Helmond;havo;geen diploma;nat/tech;25LJ;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;794;Helmond;1
14LF;0;794;Helmond;havo;geen diploma;nat/tech;25LJ;BOL;combinatie;ICT- en mediabeheer;22263;28DV;Combinatie kenniscen;794;Helmond;1
14LF;0;794;Helmond;havo;geen diploma;nat/tech;25LP;BBL;economie;Particuliere beveiliging (Beveiliger);94850;00SP;ECABO;794;Helmond;1
14LF;0;794;Helmond;havo;geen diploma;nat/gezond;25LJ;BOL;combinatie;ICT- en mediabeheer;22263;28DV;Combinatie kenniscen;794;Helmond;1
14LF;0;794;Helmond;havo;geen diploma;ec/maat;25LJ;BOL;economie;Juridisch medewerker;22161;00SP;ECABO;794;Helmond;1
14LF;0;794;Helmond;havo;geen diploma;ec/maat;25LJ;BOL;economie;Applicatie- en mediaontwikkeling (Applicatieontwikkelaar);95311;00SP;ECABO;794;Helmond;1
14LF;0;794;Helmond;havo;geen diploma;ec/maat;25MB;BOL;zorg en welzijn;Sport en bewegen (Sport- en bewegingscoordinator/BOS-medewerker);95292;02QG;Calibris;794;Helmond;1
14LF;0;794;Helmond;havo;geen diploma;cul/maat;25LJ;BOL;economie;Juridisch medewerker;22161;00SP;ECABO;794;Helmond;2
14LF;0;794;Helmond;havo;diploma;cul/maat;25MB;BOL;zorg en welzijn;Schoonheidsspecialist;22173;16QY;KOC Nederland;794;Helmond;1
14LF;0;794;Helmond;havo;diploma;ec/maat & cul/maat;04FO;BOL;techniek;Medewerker design (Medewerker styling);94471;00SE;Kenniscentrum Handel;794;Helmond;1
14LF;0;794;Helmond;vwo;geen diploma;nvt/geen profiel;25LJ;BOL;economie;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);95081;00SP;ECABO;794;Helmond;1
14LF;0;794;Helmond;vwo;geen diploma;nvt/geen profiel;26CC;BOL;landbouw;Recreatiedieren (Ondernemer/manager recreatiedieren);97730;25DC;Aequor;1652;Gemert-Bakel;1
14LF;0;794;Helmond;vwo;geen diploma;nat/tech & nat/gezond;25LJ;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 3 kinderopvang);92620;02QG;Calibris;794;Helmond;1
14NQ;0;268;Nijmegen;havo;geen diploma;nat/gezond;25LF;BOL;economie;ICT-medewerker (Medewerker ICT);95060;00SP;ECABO;268;Nijmegen;1
14NQ;0;268;Nijmegen;havo;geen diploma;nat/gezond;25LF;BOL;techniek;Analist;22082;02QD;Kenniscentrum PMLF;268;Nijmegen;1
14NQ;0;268;Nijmegen;havo;geen diploma;nat/gezond;25PN;BOL;economie;ICT- en mediabeheer (ICT-beheerder);95321;00SP;ECABO;268;Nijmegen;1
14NQ;0;268;Nijmegen;havo;geen diploma;ec/maat;25LR;BOL;economie;ICT-medewerker (Medewerker beheer ICT);95070;00SP;ECABO;34;Almere;1
14NQ;0;268;Nijmegen;havo;geen diploma;ec/maat;25PN;BOL;economie;Juridisch medewerker;22161;00SP;ECABO;268;Nijmegen;1
14NQ;0;268;Nijmegen;havo;geen diploma;ec/maat;25PN;BOL;economie;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;268;Nijmegen;1
14NQ;0;268;Nijmegen;havo;geen diploma;ec/maat;25PN;BOL;economie;Toezicht en veiligheid (Handhaver toezicht en veiligheid);94810;00SP;ECABO;268;Nijmegen;1
14NQ;0;268;Nijmegen;havo;geen diploma;ec/maat;25PN;BOL;techniek;Manager transport en logistiek (manager transport en logistiek);91870;25HV;VTL;268;Nijmegen;1
14NQ;0;268;Nijmegen;havo;geen diploma;cul/maat;25PN;BOL;zorg en welzijn;Pedagogisch Werk;22197;02QG;Calibris;209;Beuningen;1
14NQ;0;268;Nijmegen;havo;geen diploma;cul/maat;25PN;BOL;zorg en welzijn;Pedagogisch Werk;22197;02QG;Calibris;268;Nijmegen;1
14NQ;0;268;Nijmegen;havo;diploma;nat/tech & nat/gezond;25LF;BOL;economie;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;268;Nijmegen;1
14NQ;0;268;Nijmegen;havo;diploma;nat/tech & nat/gezond;25LF;BOL;techniek;Analist;22082;02QD;Kenniscentrum PMLF;268;Nijmegen;1
14NQ;0;268;Nijmegen;vwo;geen diploma;nat/tech;25LF;BOL;combinatie;Applicatie- en mediaontwikkeling;22087;28DV;Combinatie kenniscen;268;Nijmegen;1
14NS;0;70;Franekeradeel;havo;geen diploma;nat/gezond;25LG;BOL;zorg en welzijn;Sport en bewegen;22171;02QG;Calibris;80;Leeuwarden;1
14NS;0;70;Franekeradeel;havo;geen diploma;ec/maat;08PG;BOL;economie;Financiele beroepen (Bedrijfsadministrateur);93212;00SP;ECABO;70;Franekeradeel;1
14NS;0;70;Franekeradeel;havo;geen diploma;ec/maat;25LG;BOL;economie;Juridisch medewerker;22161;00SP;ECABO;70;Franekeradeel;1
14NS;0;70;Franekeradeel;havo;geen diploma;ec/maat;25LG;BOL;economie;Juridisch medewerker;22161;00SP;ECABO;72;Harlingen;1
14NS;0;70;Franekeradeel;havo;geen diploma;ec/maat;25LG;BOL;economie;Manager handel (Filiaalmanager);93492;00SE;Kenniscentrum Handel;70;Franekeradeel;1
14NS;0;70;Franekeradeel;havo;geen diploma;cul/maat;12VI;BOL;landbouw;Voedingsmanagement (Voedingsspecialist);97541;25DC;Aequor;70;Franekeradeel;1
14NS;0;70;Franekeradeel;havo;geen diploma;cul/maat;25LG;BOL;economie;Manager handel (Filiaalmanager);93492;00SE;Kenniscentrum Handel;70;Franekeradeel;1
14NS;0;70;Franekeradeel;havo;geen diploma;cul/maat;25LG;BOL;zorg en welzijn;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);92670;02QG;Calibris;70;Franekeradeel;1
14NS;0;70;Franekeradeel;havo;geen diploma;nat/tech & nat/gezond;08PG;BOL;techniek;Werkvoorbereiden;22052;02PR;Kenteq;710;Wunseradiel;1
14NS;0;70;Franekeradeel;havo;diploma;nat/gezond;12VI;BOL;landbouw;Manager natuur en recreatie;97090;25DC;Aequor;70;Franekeradeel;1
14NS;0;70;Franekeradeel;havo;diploma;ec/maat;08PG;BOL;zorg en welzijn;Allround schoonheidsspecialist;95745;16QY;KOC Nederland;70;Franekeradeel;1
14NS;0;70;Franekeradeel;havo;diploma;ec/maat;25LG;BOL;economie;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;70;Franekeradeel;1
14NS;0;70;Franekeradeel;havo;diploma;nat/tech & nat/gezond;25LG;BOL;economie;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;83;Menaldumadeel;1
14OY;0;344;Utrecht;havo;geen diploma;nat/tech;25LH;BOL;economie;Applicatie- en mediaontwikkeling (Applicatieontwikkelaar);95311;00SP;ECABO;344;Utrecht;1
14OY;0;344;Utrecht;havo;geen diploma;nat/gezond;25LH;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;344;Utrecht;1
14OY;0;344;Utrecht;havo;geen diploma;nat/gezond;30RR;BOL;zorg en welzijn;Doktersassistent;91310;02QG;Calibris;344;Utrecht;1
14OY;0;344;Utrecht;havo;geen diploma;nat/gezond;30RR;BBL;zorg en welzijn;Tandartsassistent;91410;02QG;Calibris;344;Utrecht;1
14OY;0;344;Utrecht;havo;geen diploma;ec/maat;25PZ;BOL;economie;Juridisch medewerker Zakelijke dienstverlening;94891;00SP;ECABO;344;Utrecht;1
14OY;0;344;Utrecht;havo;geen diploma;ec/maat;30RN;BOL;economie;Juridisch medewerker;22161;00SP;ECABO;344;Utrecht;1
14OY;0;344;Utrecht;havo;geen diploma;ec/maat;30RN;BOL;economie;Ondernemer detailhandel;90290;00SE;Kenniscentrum Handel;344;Utrecht;2
14OY;0;344;Utrecht;havo;geen diploma;ec/maat;30RN;BOL;techniek;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris Bouw);94051;02QH;Fundeon;344;Utrecht;1
14OY;0;344;Utrecht;havo;geen diploma;ec/maat;30RN;BOL;zorg en welzijn;Maatschappelijke Zorg;22195;02QG;Calibris;344;Utrecht;1
14PS;0;957;Roermond;havo;geen diploma;nvt/geen profiel;25PL;BOL;zorg en welzijn;Sport en bewegen (Sport- en bewegingsleider);95280;02QG;Calibris;975;Swalmen;1
14PS;0;957;Roermond;havo;geen diploma;nat/tech;25PL;BOL;techniek;Technicus mechanica;95764;02PR;Kenteq;957;Roermond;1
14PS;0;957;Roermond;havo;geen diploma;nat/gezond;21CS;BOL;landbouw;Manager natuur en recreatie;97090;25DC;Aequor;957;Roermond;1
14PS;0;957;Roermond;havo;geen diploma;nat/gezond;21CS;BOL;landbouw;Teelt 4 (Manager teelt);97681;25DC;Aequor;975;Swalmen;1
14PS;0;957;Roermond;havo;geen diploma;nat/gezond;25LT;BOL;zorg en welzijn;Maatschappelijke Zorg;22195;02QG;Calibris;957;Roermond;1
14PS;0;957;Roermond;havo;geen diploma;ec/maat;25LT;BOL;zorg en welzijn;Kapper (Kapper);91182;16QY;KOC Nederland;975;Swalmen;1
14PS;0;957;Roermond;havo;geen diploma;ec/maat;25LT;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;889;Beesel;1
14PS;0;957;Roermond;havo;geen diploma;ec/maat;25LT;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;957;Roermond;1
14PS;0;957;Roermond;havo;geen diploma;ec/maat;25LT;BBL;economie;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;1669;Roerdalen;1
14PS;0;957;Roermond;havo;geen diploma;ec/maat;25LV;BOL;economie;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;957;Roermond;1
14PS;0;957;Roermond;havo;geen diploma;ec/maat;25LV;BBL;economie;Kok (Zelfstandig werkend kok);95420;02PY;Kenwerk;889;Beesel;1
14PS;0;957;Roermond;havo;geen diploma;ec/maat;25PU;BOL;economie;Reizen (Manager verkoop reizen);94100;02PY;Kenwerk;889;Beesel;1
14PS;0;957;Roermond;havo;geen diploma;cul/maat;21CS;BOL;landbouw;Recreatiedieren (Ondernemer/manager recreatiedieren);97730;25DC;Aequor;957;Roermond;1
14PS;0;957;Roermond;havo;geen diploma;cul/maat;25PU;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;957;Roermond;1
14PS;0;957;Roermond;havo;geen diploma;cul/maat;30BC;BOL;techniek;Vormgeving ruimtelijke presentatie en communicatie;22093;02FW;Savantis;889;Beesel;1
14PS;0;957;Roermond;havo;geen diploma;ec/maat & cul/maat;25LT;BOL;zorg en welzijn;Doktersassistent;91310;02QG;Calibris;975;Swalmen;1
14PS;0;957;Roermond;havo;diploma;ec/maat;25LT;BOL;economie;Manager handel (Filiaalmanager);93492;00SE;Kenniscentrum Handel;889;Beesel;1
14PS;0;957;Roermond;havo;diploma;cul/maat;26CC;BOL;landbouw;Recreatiedieren (Ondernemer/manager recreatiedieren);97730;25DC;Aequor;957;Roermond;1
14PS;0;957;Roermond;havo;diploma;cul/maat;30BC;BOL;techniek;Creatief Vakmanschap;22068;28DV;Combinatie kenniscen;975;Swalmen;1
14PS;0;957;Roermond;havo;diploma;cul/maat;30BC;BOL;techniek;Vormgeving ruimtelijke presentatie en communicatie;22093;02FW;Savantis;975;Swalmen;1
14PS;0;957;Roermond;havo;diploma;nat/tech & nat/gezond;25MB;BOL;techniek;Optiek (Opticien/Manager);93652;02PS;SVGB;889;Beesel;1
14PS;0;957;Roermond;havo;diploma;nat/tech & nat/gezond;30BC;BOL;techniek;Vormgeving ruimtelijke presentatie en communicatie;22093;02FW;Savantis;889;Beesel;1
14PS;0;957;Roermond;havo;diploma;ec/maat & cul/maat;25PU;BOL;techniek;Artiest (Muziek);90038;02PT;Kenniscentrum GOC;957;Roermond;1
14RC;0;307;Amersfoort;havo;geen diploma;nvt/geen profiel;25LH;BOL;techniek;AV-specialist;95702;02PT;Kenniscentrum GOC;307;Amersfoort;1
14RC;0;307;Amersfoort;havo;geen diploma;nat/tech;25LH;BOL;economie;ICT- en mediabeheer (Netwerkbeheerder);95323;00SP;ECABO;307;Amersfoort;1
14RC;0;307;Amersfoort;havo;geen diploma;nat/gezond;30RR;BOL;zorg en welzijn;Apothekersassistent;91300;02QG;Calibris;307;Amersfoort;1
14RC;0;307;Amersfoort;havo;geen diploma;ec/maat;25LH;BOL;economie;ICT- en mediabeheer (ICT-beheerder);95321;00SP;ECABO;313;Bunschoten;1
14RC;0;307;Amersfoort;havo;geen diploma;ec/maat;25LH;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;313;Bunschoten;2
14RC;0;307;Amersfoort;havo;geen diploma;ec/maat;25LH;BBL;techniek;Fijnmechanische techniek (Verspaner);94340;02PR;Kenteq;313;Bunschoten;1
14RC;0;307;Amersfoort;havo;geen diploma;ec/maat;30RR;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);92631;02QG;Calibris;313;Bunschoten;1
14RC;0;307;Amersfoort;havo;geen diploma;cul/maat;30RR;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;307;Amersfoort;1
14RC;4;307;Amersfoort;havo;geen diploma;ec/maat;25LH;BOL;economie;ICT-medewerker (Medewerker beheer ICT);95070;00SP;ECABO;307;Amersfoort;1
14RC;4;307;Amersfoort;havo;geen diploma;ec/maat;25LH;BOL;economie;ICT- en mediabeheer (ICT-beheerder);95321;00SP;ECABO;327;Leusden;1
14RC;4;307;Amersfoort;havo;geen diploma;ec/maat;25LH;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);92631;02QG;Calibris;307;Amersfoort;1
14RC;4;307;Amersfoort;havo;geen diploma;ec/maat;25LH;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;327;Leusden;1
14RC;4;307;Amersfoort;havo;geen diploma;ec/maat;30RR;BOL;economie;Financiele beroepen (Bedrijfsadministrateur);93212;00SP;ECABO;327;Leusden;1
14RC;4;307;Amersfoort;havo;geen diploma;cul/maat;23KG;BOL;techniek;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;307;Amersfoort;1
14RC;4;307;Amersfoort;havo;geen diploma;cul/maat;30RN;BOL;zorg en welzijn;Mbo-Verpleegkundige;22191;02QG;Calibris;307;Amersfoort;1
14RC;4;307;Amersfoort;havo;geen diploma;cul/maat;30RR;BOL;economie;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;307;Amersfoort;1
14RC;4;307;Amersfoort;havo;geen diploma;cul/maat;30RR;BOL;economie;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;327;Leusden;1
14RC;4;307;Amersfoort;havo;diploma;ec/maat;30RN;BOL;techniek;Artiest (Dans);90031;02PT;Kenniscentrum GOC;307;Amersfoort;1
14RC;4;307;Amersfoort;havo;diploma;ec/maat;30RR;BOL;economie;Reizen (Manager verkoop reizen);94100;02PY;Kenwerk;327;Leusden;1
14RC;4;307;Amersfoort;havo;diploma;cul/maat;25LH;BOL;techniek;Mediavormgever (Interactieve vormgeving);90414;02PT;Kenniscentrum GOC;327;Leusden;1
14RC;4;307;Amersfoort;havo;diploma;cul/maat;30RN;BOL;techniek;Artiest (Dans);90031;02PT;Kenniscentrum GOC;307;Amersfoort;1
14RC;4;307;Amersfoort;vwo;geen diploma;nat/tech;25LH;BOL;techniek;Middenkader engineering (Technicus);94421;02PR;Kenteq;267;Nijkerk;1
14RF;0;363;Amsterdam;havo;geen diploma;nat/tech;25PZ;BOL;techniek;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris Infra);94052;02QH;Fundeon;363;Amsterdam;1
14RF;0;363;Amsterdam;havo;geen diploma;nat/tech;30RM;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;363;Amsterdam;1
14RF;0;363;Amsterdam;havo;geen diploma;nat/gezond;30RM;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);92631;02QG;Calibris;363;Amsterdam;1
14RF;0;363;Amsterdam;havo;geen diploma;ec/maat;25PZ;BOL;economie;Financiele beroepen (Bedrijfsadministrateur);93212;00SP;ECABO;363;Amsterdam;1
14RF;0;363;Amsterdam;havo;geen diploma;ec/maat;25PZ;BOL;economie;ICT- en mediabeheer (ICT-beheerder);95321;00SP;ECABO;363;Amsterdam;2
14RF;0;363;Amsterdam;havo;geen diploma;ec/maat;25PZ;BOL;zorg en welzijn;Tandartsassistent;91410;02QG;Calibris;363;Amsterdam;1
14RF;0;363;Amsterdam;havo;geen diploma;ec/maat;30RM;BOL;economie;Leisure & hospitality (Leisure & hospitality executive);94130;02PY;Kenwerk;363;Amsterdam;1
14RF;0;363;Amsterdam;havo;geen diploma;ec/maat;30RM;BOL;zorg en welzijn;Sociaal-cultureel werker;91370;02QG;Calibris;363;Amsterdam;1
14RF;0;363;Amsterdam;havo;geen diploma;ec/maat;30RM;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;363;Amsterdam;1
14RF;0;363;Amsterdam;havo;geen diploma;ec/maat;30RM;BOL;combinatie;Applicatie- en mediaontwikkeling;22087;28DV;Combinatie kenniscen;363;Amsterdam;1
14RF;0;363;Amsterdam;havo;geen diploma;cul/maat;25PZ;BOL;economie;Financiele beroepen (Assistent-accountant);93211;00SP;ECABO;363;Amsterdam;1
14RF;0;363;Amsterdam;havo;geen diploma;cul/maat;25PZ;BOL;economie;Medewerker sociale zekerheid;94910;00SP;ECABO;363;Amsterdam;1
14RF;0;363;Amsterdam;havo;geen diploma;cul/maat;25PZ;BOL;techniek;Artiest (Muziek);90038;02PT;Kenniscentrum GOC;384;Diemen;1
14RF;0;363;Amsterdam;havo;geen diploma;cul/maat;30RM;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;363;Amsterdam;1
14RP;0;14;Groningen;havo;geen diploma;nat/gezond;25LU;BOL;zorg en welzijn;Sport en bewegen;22171;02QG;Calibris;9;Ten Boer;1
14RP;0;14;Groningen;havo;geen diploma;nat/gezond;25LU;BOL;zorg en welzijn;Sport en bewegen;22171;02QG;Calibris;24;Loppersum;1
14RP;0;14;Groningen;havo;geen diploma;nat/gezond;25LW;BOL;techniek;Koopvaardij officier alle schepen;22124;25HV;VTL;5;Bedum;1
14RP;0;14;Groningen;havo;geen diploma;nat/gezond;25LW;BOL;zorg en welzijn;Doktersassistent;91310;02QG;Calibris;1663;De Marne;1
14RP;0;14;Groningen;havo;geen diploma;nat/gezond;25LW;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;9;Ten Boer;1
14RP;0;14;Groningen;havo;geen diploma;ec/maat;25LU;BOL;economie;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;14;Groningen;1
14RP;0;14;Groningen;havo;geen diploma;ec/maat;25LU;BOL;economie;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;53;Winsum;1
14RP;0;14;Groningen;havo;geen diploma;ec/maat;25LU;BOL;economie;Toezicht en veiligheid (Handhaver toezicht en veiligheid);94810;00SP;ECABO;5;Bedum;1
14RP;0;14;Groningen;havo;geen diploma;ec/maat;25LU;BOL;zorg en welzijn;Sociaal-cultureel werker;91370;02QG;Calibris;14;Groningen;1
14RP;0;14;Groningen;havo;geen diploma;ec/maat;25LW;BOL;techniek;AV-specialist;95702;02PT;Kenniscentrum GOC;14;Groningen;1
14RP;0;14;Groningen;havo;geen diploma;ec/maat;25PJ;BOL;techniek;Mediavormgever (Interactieve vormgeving);90414;02PT;Kenniscentrum GOC;14;Groningen;1
14RP;0;14;Groningen;havo;geen diploma;cul/maat;25LU;BOL;techniek;Medewerker mode/maatkleding (Allround medewerker mode/maatkleding);91250;00SE;Kenniscentrum Handel;14;Groningen;1
14RP;0;14;Groningen;havo;geen diploma;cul/maat;25LW;BOL;zorg en welzijn;Pedagogisch Werk;22197;02QG;Calibris;14;Groningen;1
14RP;0;14;Groningen;havo;geen diploma;cul/maat;25LW;BOL;zorg en welzijn;Apothekersassistent;91300;02QG;Calibris;14;Groningen;1
14RP;0;14;Groningen;havo;geen diploma;cul/maat;25LW;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;5;Bedum;1
14RP;0;14;Groningen;havo;diploma;ec/maat;25LU;BOL;zorg en welzijn;Maatschappelijke Zorg (Persoonlijk begeleider gehandicaptenzorg);92661;02QG;Calibris;14;Groningen;1
14RP;0;14;Groningen;havo;diploma;cul/maat;25PJ;BOL;techniek;Luchtvaartdienstverlener;91850;25HV;VTL;14;Groningen;1
14RP;1;14;Groningen;havo;geen diploma;nvt/geen profiel;25LU;BOL;economie;Commercieel medewerker (Commercieel medewerker binnendienst);90112;00SE;Kenniscentrum Handel;14;Groningen;1
14RP;1;14;Groningen;havo;geen diploma;nvt/geen profiel;25LU;BOL;techniek;Middenkader engineering (Technicus);94421;02PR;Kenteq;14;Groningen;1
14RP;1;14;Groningen;havo;geen diploma;nvt/geen profiel;25LU;BOL;zorg en welzijn;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);92662;02QG;Calibris;14;Groningen;1
14RP;1;14;Groningen;havo;geen diploma;nvt/geen profiel;25LW;BOL;economie;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;14;Groningen;1
14RP;1;14;Groningen;havo;geen diploma;nvt/geen profiel;25LW;BOL;techniek;Mediavormgever (Art & Design KC GOC);90412;02PT;Kenniscentrum GOC;14;Groningen;1
14RP;1;14;Groningen;havo;geen diploma;nat/tech;25LU;BOL;techniek;Middenkader engineering (Technicus);94421;02PR;Kenteq;56;Zuidhorn;1
14RP;1;14;Groningen;havo;geen diploma;nat/gezond;25LU;BOL;economie;Commercieel medewerker (Commercieel medewerker binnendienst);90112;00SE;Kenniscentrum Handel;15;Grootegast;1
14RP;1;14;Groningen;havo;geen diploma;nat/gezond;25LU;BOL;economie;Commercieel medewerker ((Junior) Accountmanager);93802;00SE;Kenniscentrum Handel;14;Groningen;1
