SCHOOLJAAR 2010-2011 IN HET VO (peildatum 1 oktober 2010);;;;;;;SCHOOLJAAR 2011-2012 IN HET MBO (peildatum 1 oktober 2011);;;;;;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;LEERWEG MBO;MBO SECTOR;KWALIFICATIE NAAM;KWALIFICATIE CODE;BRIN NUMMER KENNISCENTRUM;NAAM KENNISCENTRUM;GEMEENTENUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
02VR;0;355;Zeist;havo;geen diploma;ec/maat;25PM;BOL;techniek ;AV-productie (Fotograaf KC PMLF);90083;02QD;Kenniscentrum PMLF;355;Zeist;1
02VR;0;355;Zeist;havo;geen diploma;cul/maat;25LH;BOL;zorg en welzijn;Doktersassistent;91310;02QG;Calibris;355;Zeist;1
02VR;0;355;Zeist;havo;geen diploma;cul/maat;25LH;BOL;zorg en welzijn;MBO-Verpleegkundige;93510;02QG;Calibris;355;Zeist;1
02VR;0;355;Zeist;havo;diploma;ec/maat;25PM;BOL;combinatie;Sport en bewegen;95290;02QG;Calibris;312;Bunnik;1
02VR;0;355;Zeist;vwo;geen diploma;ec/maat;04EM;BOL;zorg en welzijn;Onderwijsassistent;93500;02QG;Calibris;355;Zeist;1
02VR;0;355;Zeist;vwo;geen diploma;cul/maat;04EM;BOL;techniek ;Luchtvaartdienstverlener;91850;25HV;VTL;355;Zeist;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;nat/gezond;25LH;BOL;techniek ;Analist;93710;02QD;Kenniscentrum PMLF;166;Kampen;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;ec/maat;02PK;BOL;techniek ;Middenkaderfunctionaris afbouw en onderhoud;94520;02FW;Savantis;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;ec/maat;04EM;BOL;economie ;Medewerker marketing en communicatie (Marketing medewerker);90532;00SP;ECABO;1581;Utrechtse Heuvelrug;2
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;ec/maat;04EM;BOL;economie ;Commercieel medewerker ((Junior) Accountmanager KC Handel);93802;00SE;Kenniscentrum Handel;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;ec/maat;08PG;BOL;economie ;Manager handel (Filiaalmanager);93492;00SE;Kenniscentrum Handel;91;Sneek;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;ec/maat;25LF;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;1581;Utrechtse Heuvelrug;2
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;ec/maat;25LF;BOL;zorg en welzijn;Sport- en bewegingsbegeleider;91380;02QG;Calibris;226;Duiven;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;ec/maat;25LH;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;344;Utrecht;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;ec/maat;25LH;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;355;Zeist;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;ec/maat;25LH;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;ec/maat;25LH;BOL;economie ;Juridisch medewerker zakelijke dienstverlening;94891;00SP;ECABO;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;ec/maat;25LH;BOL;techniek ;AV-productie (Allround Medewerker AV-Productie KC GOC);90061;02PT;Kenniscentrum GOC;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;ec/maat;25PM;BOL;zorg en welzijn;Pedagogisch Werk 4;92630;02QG;Calibris;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;cul/maat;25LH;BOL;economie ;Exportmedewerker (Exportmedewerker binnendienst);90931;00SE;Kenniscentrum Handel;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;nat/tech & nat/gezond;25LH;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;nat/tech & nat/gezond;25LH;BOL;zorg en welzijn;Sport en bewegen;91400;02QG;Calibris;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;havo;geen diploma;ec/maat & cul/maat;25LH;BOL;zorg en welzijn;Pedagogisch Werk 4;92630;02QG;Calibris;353;IJsselstein;1
02VR;4;1581;Utrechtse Heuvelrug;havo;diploma;ec/maat;25LF;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;havo;diploma;ec/maat;25LG;BOL;economie ;Ondernemer horeca/bakkerij;90300;02PY;Kenwerk;80;Leeuwarden;1
02VR;4;1581;Utrechtse Heuvelrug;havo;diploma;ec/maat;25LH;BBL;economie ;Manager handel (Afdelingsmanager);93491;00SE;Kenniscentrum Handel;1740;Neder-Betuwe;1
02VR;4;1581;Utrechtse Heuvelrug;havo;diploma;ec/maat;25LP;BOL;techniek ;Goud- en Zilversmeden (Goudsmid);92803;02PS;SVGB;491;Bergambacht;1
02VR;4;1581;Utrechtse Heuvelrug;havo;diploma;ec/maat;25PM;BOL;combinatie;Sport en bewegen;95290;02QG;Calibris;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;havo;diploma;nat/tech & nat/gezond;25PZ;BOL;techniek ;AV-productie (Allround Medewerker AV-Productie KC GOC);90061;02PT;Kenniscentrum GOC;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;geen diploma;cul/maat;25LH;BOL;techniek ;Verkoopmanager Mobiliteitsbranche;90850;02FZ;Innovam Groep;1581;Utrechtse Heuvelrug;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;geen diploma;nat/tech & nat/gezond;04EM;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;351;Woudenberg;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;cul/maat;23KG;BOL;techniek ;Mediavormgever (Grafische vormgeving KC GOC);90413;02PT;Kenniscentrum GOC;352;Wijk bij Duurstede;1
02VR;4;1581;Utrechtse Heuvelrug;vwo;diploma;cul/maat;25LF;BOL;economie ;Brood en banket (Brood- en banketbakker);94221;02PY;Kenwerk;352;Wijk bij Duurstede;1
02VR;5;352;Wijk bij Duurstede;havo;geen diploma;nat/gezond;04EM;BOL;economie ;Medewerker marketing en communicatie (Assistent communicatiemedewerker);90531;00SP;ECABO;352;Wijk bij Duurstede;1
02VR;5;352;Wijk bij Duurstede;havo;geen diploma;nat/gezond;25LH;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;352;Wijk bij Duurstede;1
02VR;5;352;Wijk bij Duurstede;havo;geen diploma;ec/maat;04CY;BOL;economie ;Administrateur (Boekhoudkundig medewerker);93200;00SP;ECABO;214;Buren;1
02VR;5;352;Wijk bij Duurstede;havo;geen diploma;cul/maat;04EM;BOL;zorg en welzijn;Onderwijsassistent;93500;02QG;Calibris;352;Wijk bij Duurstede;1
02VR;5;352;Wijk bij Duurstede;havo;geen diploma;cul/maat;25LH;BOL;combinatie;Schoonheidsspecialist;95500;16QY;KOC Nederland;352;Wijk bij Duurstede;1
02VR;5;352;Wijk bij Duurstede;havo;geen diploma;nat/tech & nat/gezond;01OE;BOL;landbouw ;Groen, grond, infra (Manager gemechaniseerd loonbedrijf);97650;25DC;Aequor;352;Wijk bij Duurstede;1
02VR;5;352;Wijk bij Duurstede;havo;geen diploma;nat/tech & nat/gezond;04EM;BOL;techniek ;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris bouw);94051;02QH;Fundeon;214;Buren;1
02VR;5;352;Wijk bij Duurstede;havo;diploma;ec/maat;28DE;BOL;economie ;Veiligheid en vakmanschap (Aankomend onderofficier grondoptreden);95091;00SP;ECABO;214;Buren;1
02VR;5;352;Wijk bij Duurstede;havo;diploma;ec/maat & cul/maat;23KG;BOL;techniek ;Gaming (Gamedesigner);93220;02PT;Kenniscentrum GOC;352;Wijk bij Duurstede;1
02VS;0;301;Zutphen;havo;geen diploma;nat/tech;25LF;BOL;economie ;Facilitaire dienstverlener (Facilitaire leidinggevende);94180;02PY;Kenwerk;213;Brummen;1
02VS;0;301;Zutphen;havo;geen diploma;nat/tech;27DV;BOL;economie ;Facilitaire dienstverlener (Facilitaire leidinggevende);94180;02PY;Kenwerk;262;Lochem;1
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;04EM;BOL;economie ;Medewerker marketing en communicatie (Assistent communicatiemedewerker);90531;00SP;ECABO;301;Zutphen;1
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;24ZZ;BOL;economie ;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;1876;Bronckhorst;1
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;25LF;BOL;economie ;Medewerker marketing en communicatie (Marketing medewerker);90532;00SP;ECABO;301;Zutphen;1
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;25LF;BOL;zorg en welzijn;Sport en bewegen (Sport en bewegingsleider);91390;02QG;Calibris;301;Zutphen;1
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;150;Deventer;1
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;25PM;BOL;economie ;Juridisch medewerker;94890;00SP;ECABO;213;Brummen;1
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;27DV;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;301;Zutphen;1
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;27DV;BOL;economie ;Administrateur (Bedrijfsadministrateur);93212;00SP;ECABO;301;Zutphen;1
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;27DV;BOL;economie ;Veiligheid en vakmanschap;95080;00SP;ECABO;262;Lochem;1
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;27DV;BOL;techniek ;Mediavormgever (Grafische vormgeving KC GOC);90413;02PT;Kenniscentrum GOC;1876;Bronckhorst;1
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;27DV;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;262;Lochem;1
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;27DV;BOL;zorg en welzijn;Pedagogisch Werk 4;92630;02QG;Calibris;301;Zutphen;3
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;27DV;BOL;combinatie;Schoonheidsspecialist;95500;16QY;KOC Nederland;301;Zutphen;1
02VS;0;301;Zutphen;havo;geen diploma;ec/maat;27DV;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;301;Zutphen;1
02VS;0;301;Zutphen;havo;geen diploma;cul/maat;02PN;BOL;techniek ;Mediavormgever;90400;28DV;Combinatie kenniscentra;213;Brummen;1
02VS;0;301;Zutphen;havo;geen diploma;cul/maat;02PN;BOL;techniek ;Meubelmaker/(scheeps)interieurbouwer;94590;04IN;SH&M;301;Zutphen;1
02VS;0;301;Zutphen;havo;geen diploma;cul/maat;25LF;BOL;techniek ;AV-productie (Cameraman KC GOC);90073;02PT;Kenniscentrum GOC;1773;Olst-Wijhe;1
02VS;0;301;Zutphen;havo;geen diploma;cul/maat;26CC;BOL;landbouw ;Middenkaderfunctionaris natuur en leefomgeving;97090;25DC;Aequor;202;Arnhem;1
02VS;0;301;Zutphen;havo;diploma;nat/tech;25GV;BOL;landbouw ;Teelt 4 (Manager teelt);97681;25DC;Aequor;1876;Bronckhorst;1
02VS;0;301;Zutphen;havo;diploma;nat/gezond;13US;BOL;landbouw ;Dierenhouder (Manager dierverzorging);97053;25DC;Aequor;301;Zutphen;1
02VT;0;193;Zwolle;havo;geen diploma;nvt/geen profiel;01AA;BOL;zorg en welzijn;Sociaal-cultureel werker;91370;02QG;Calibris;148;Dalfsen;1
02VT;0;193;Zwolle;havo;geen diploma;nvt/geen profiel;25PJ;BOL;economie ;Assistent logistiek medewerker (KC Handel);93731;00SE;Kenniscentrum Handel;193;Zwolle;1
02VT;0;193;Zwolle;havo;geen diploma;nat/gezond;01AA;BOL;zorg en welzijn;Onderwijsassistent;93500;02QG;Calibris;269;Oldebroek;1
02VT;0;193;Zwolle;havo;geen diploma;nat/gezond;01AA;BOL;combinatie;Sport en bewegen;95290;02QG;Calibris;244;Hattem;1
02VT;0;193;Zwolle;havo;geen diploma;nat/gezond;13US;BOL;landbouw ;Middenkaderfunctionaris natuur en leefomgeving;97090;25DC;Aequor;193;Zwolle;1
02VT;0;193;Zwolle;havo;geen diploma;ec/maat;01AA;BOL;economie ;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);90534;00SP;ECABO;193;Zwolle;1
02VT;0;193;Zwolle;havo;geen diploma;ec/maat;01AA;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch Werker jeugdzorg);92631;02QG;Calibris;1896;Zwartewaterland;1
02VT;0;193;Zwolle;havo;geen diploma;ec/maat;01AA;BOL;combinatie;Sport en bewegen;95290;02QG;Calibris;193;Zwolle;1
02VT;0;193;Zwolle;havo;geen diploma;ec/maat;02PN;BOL;techniek ;Vormgever/medewerker ruimtelijke presentatie en communicatie;91540;02FW;Savantis;193;Zwolle;1
02VT;0;193;Zwolle;havo;geen diploma;ec/maat;13US;BOL;landbouw ;Dierenhouder (Melkveehouder);97054;25DC;Aequor;1773;Olst-Wijhe;1
02VT;0;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;177;Raalte;1
02VT;0;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Administrateur (Bedrijfsadministrateur);93212;00SP;ECABO;269;Oldebroek;1
02VT;0;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;techniek ;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris infra);94052;02QH;Fundeon;1708;Steenwijkerland;1
02VT;0;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;zorg en welzijn;Sociaal-cultureel werker;91370;02QG;Calibris;269;Oldebroek;1
02VT;0;193;Zwolle;havo;geen diploma;ec/maat;27DV;BOL;techniek ;Bedrijfsmanagement Mobiliteitsbranche (Bedrijfsmanager Mobiliteitsbranche Innovam);94251;02FZ;Innovam Groep;193;Zwolle;1
02VT;0;193;Zwolle;havo;geen diploma;cul/maat;01AA;BOL;economie ;Secretariele beroepen;93250;00SP;ECABO;193;Zwolle;1
02VT;0;193;Zwolle;havo;geen diploma;cul/maat;01AA;BOL;combinatie;Sport en bewegen;95290;02QG;Calibris;244;Hattem;1
02VT;0;193;Zwolle;havo;geen diploma;cul/maat;01AA;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;244;Hattem;1
02VT;0;193;Zwolle;havo;geen diploma;cul/maat;02PN;BOL;techniek ;Vormgever/medewerker ruimtelijke presentatie en communicatie;91540;02FW;Savantis;269;Oldebroek;1
02VT;0;193;Zwolle;havo;diploma;nat/gezond;01AA;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;244;Hattem;1
02VT;0;193;Zwolle;havo;diploma;ec/maat;25PJ;BOL;economie ;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);95081;00SP;ECABO;244;Hattem;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;01AA;BOL;combinatie;Sport en bewegen;95290;02QG;Calibris;193;Zwolle;1
02VT;0;193;Zwolle;havo;diploma;cul/maat;02PN;BOL;techniek ;Mediavormgever;90400;28DV;Combinatie kenniscentra;269;Oldebroek;1
02VT;1;1896;Zwartewaterland;havo;geen diploma;nvt/geen profiel;01AA;BOL;combinatie;Secretariële beroepen;95390;00SP;ECABO;1896;Zwartewaterland;1
02VT;1;1896;Zwartewaterland;havo;geen diploma;nvt/geen profiel;25PJ;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;1896;Zwartewaterland;1
02VT;5;193;Zwolle;havo;geen diploma;nvt/geen profiel;25PJ;BOL;economie ;ICT-beheer (ICT-beheerder);93191;00SP;ECABO;1708;Steenwijkerland;1
02VT;5;193;Zwolle;havo;geen diploma;nat/tech;25PJ;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;193;Zwolle;1
02VT;5;193;Zwolle;havo;geen diploma;nat/gezond;01AA;BOL;landbouw ;Groen, grond, infra (Manager gemechaniseerd loonbedrijf);97650;25DC;Aequor;148;Dalfsen;1
02VT;5;193;Zwolle;havo;geen diploma;nat/gezond;25PJ;BOL;zorg en welzijn;Tandartsassistent;91410;02QG;Calibris;148;Dalfsen;1
02VT;5;193;Zwolle;havo;geen diploma;ec/maat;01AA;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;148;Dalfsen;1
02VT;5;193;Zwolle;havo;geen diploma;ec/maat;01AA;BOL;economie ;Leisure & hospitality (Leisure & hospitality host);94120;02PY;Kenwerk;148;Dalfsen;1
02VT;5;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Applicatieontwikkelaar;90020;00SP;ECABO;193;Zwolle;1
02VT;5;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Verkoopspecialist (Verkoopspecialist mode);90385;00SE;Kenniscentrum Handel;148;Dalfsen;1
02VT;5;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Interieuradviseur;90940;00SE;Kenniscentrum Handel;148;Dalfsen;1
02VT;5;193;Zwolle;havo;geen diploma;cul/maat;01AA;BOL;economie ;Leisure & hospitality (Leisure & hospitality host);94120;02PY;Kenwerk;148;Dalfsen;1
02VT;5;193;Zwolle;havo;geen diploma;cul/maat;01AA;BOL;combinatie;Sport en bewegen;95290;02QG;Calibris;148;Dalfsen;1
02VT;5;193;Zwolle;havo;geen diploma;cul/maat;25PJ;BOL;techniek ;Artiest (Drama);90032;02PT;Kenniscentrum GOC;148;Dalfsen;1
02VT;5;193;Zwolle;havo;geen diploma;cul/maat;25PJ;BOL;zorg en welzijn;Maatschappelijke Zorg (Medewerker volwassenenwerk);92662;02QG;Calibris;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;nat/tech;25PJ;BOL;techniek ;Podium- en evenemententechniek (Podiumtechnicus);90330;02PT;Kenniscentrum GOC;160;Hardenberg;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;01AA;BOL;economie ;Administrateur;93210;00SP;ECABO;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;ec/maat;25PJ;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;148;Dalfsen;1
02VT;5;193;Zwolle;havo;diploma;cul/maat;02PN;BOL;techniek ;Mediavormgever;90400;28DV;Combinatie kenniscentra;148;Dalfsen;1
02VT;5;193;Zwolle;havo;diploma;cul/maat;25PJ;BOL;economie ;Juridisch medewerker;94890;00SP;ECABO;193;Zwolle;1
02VT;5;193;Zwolle;havo;diploma;cul/maat;25PJ;BOL;zorg en welzijn;Onderwijsassistent;93500;02QG;Calibris;193;Zwolle;1
02XJ;0;163;Hellendoorn;havo;geen diploma;nat/tech;25LH;BBL;techniek ;Installeren (Monteur werktuigkundige installaties);94272;02PR;Kenteq;141;Almelo;1
02XJ;0;163;Hellendoorn;havo;geen diploma;nat/tech;27YU;BOL;techniek ;Middenkaderfunctionaris bouw en infra;94050;02QH;Fundeon;1742;Rijssen-Holten;1
02XJ;0;163;Hellendoorn;havo;geen diploma;nat/gezond;01AA;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch Werker jeugdzorg);92631;02QG;Calibris;163;Hellendoorn;2
02XJ;0;163;Hellendoorn;havo;geen diploma;nat/gezond;01AA;BOL;zorg en welzijn;Onderwijsassistent;93500;02QG;Calibris;163;Hellendoorn;1
02XJ;0;163;Hellendoorn;havo;geen diploma;nat/gezond;01AA;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;163;Hellendoorn;2
02XJ;0;163;Hellendoorn;havo;geen diploma;ec/maat;27DV;BOL;combinatie;ICT- en mediabeheer (ICT-beheerder);95321;00SP;ECABO;1742;Rijssen-Holten;1
02XJ;0;163;Hellendoorn;havo;geen diploma;ec/maat;27YU;BOL;economie ;Particuliere beveiliging (Beveiliger);94850;00SP;ECABO;1742;Rijssen-Holten;1
02XJ;0;163;Hellendoorn;havo;geen diploma;ec/maat;27YU;BOL;economie ;Veiligheid en vakmanschap;95080;00SP;ECABO;1742;Rijssen-Holten;1
02XJ;0;163;Hellendoorn;havo;geen diploma;ec/maat & cul/maat;25PJ;BOL;economie ;Commercieel medewerker (Commercieel medewerker binnendienst KC Handel);90112;00SE;Kenniscentrum Handel;1742;Rijssen-Holten;1
02XJ;0;163;Hellendoorn;havo;diploma;nat/gezond;25PJ;BOL;techniek ;Podium- en evenemententechniek (Podiumtechnicus);90330;02PT;Kenniscentrum GOC;163;Hellendoorn;1
02XJ;0;163;Hellendoorn;havo;diploma;nat/gezond;25PJ;BOL;techniek ;Optiek (Opticien/manager);93652;02PS;SVGB;163;Hellendoorn;1
02XJ;0;163;Hellendoorn;havo;diploma;ec/maat;01AA;BOL;economie ;Ondernemer detailhandel;90290;00SE;Kenniscentrum Handel;163;Hellendoorn;1
02XJ;0;163;Hellendoorn;havo;diploma;cul/maat;27YU;BOL;economie ;Ondernemer detailhandel;90290;00SE;Kenniscentrum Handel;163;Hellendoorn;1
02XJ;0;163;Hellendoorn;havo;diploma;ec/maat & cul/maat;25PJ;BOL;economie ;Interieuradviseur;90940;00SE;Kenniscentrum Handel;163;Hellendoorn;1
02XS;0;870;Werkendam;havo;geen diploma;nvt/geen profiel;04FO;BOL;zorg en welzijn;Tandartsassistent;91410;02QG;Calibris;870;Werkendam;1
02XS;0;870;Werkendam;havo;geen diploma;nat/gezond;25LV;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;874;Woudrichem;1
02XS;0;870;Werkendam;havo;geen diploma;nat/gezond;25LV;BOL;economie ;Leisure & hospitality (Leisure & hospitality executive);94130;02PY;Kenwerk;870;Werkendam;1
02XS;0;870;Werkendam;havo;geen diploma;ec/maat;25LF;BOL;economie ;Ondernemer horeca/bakkerij (Ondernemer bakkerij);90304;02PY;Kenwerk;874;Woudrichem;1
02XS;0;870;Werkendam;havo;geen diploma;ec/maat;25LX;BOL;economie ;Secretariele beroepen;93250;00SP;ECABO;870;Werkendam;1
02XS;0;870;Werkendam;havo;geen diploma;ec/maat;25LX;BOL;zorg en welzijn;Schoonheidsspecialist (Allround Schoonheidsspecialist);91200;16QY;KOC Nederland;870;Werkendam;1
02XS;0;870;Werkendam;havo;geen diploma;cul/maat;20MQ;BBL;economie ;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;870;Werkendam;1
02XS;0;870;Werkendam;havo;diploma;nat/gezond;21CY;BOL;landbouw ;Dierenhouder (Melkveehouder);97054;25DC;Aequor;870;Werkendam;1
02XS;0;870;Werkendam;havo;diploma;nat/gezond;21CY;BOL;landbouw ;Dierenassistent paraveterinair;97590;25DC;Aequor;870;Werkendam;1
02XS;0;870;Werkendam;havo;diploma;ec/maat;25LX;BOL;economie ;Manager handel (Vestigingsmanager groothandel);93494;00SE;Kenniscentrum Handel;870;Werkendam;1
02XS;0;870;Werkendam;havo;diploma;ec/maat & cul/maat;25LV;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;870;Werkendam;1
02ZR;0;988;Weert;havo;geen diploma;nvt/geen profiel;25MB;BOL;techniek ;Middenkader engineering;94420;02PR;Kenteq;988;Weert;1
02ZR;0;988;Weert;havo;geen diploma;nat/tech;25MB;BBL;economie ;Kok;90760;02PY;Kenwerk;1706;Cranendonck;1
02ZR;0;988;Weert;havo;geen diploma;nat/gezond;25LT;BOL;economie ;ICT-medewerker (Medewerker beheer ICT);95070;00SP;ECABO;888;Beek;1
02ZR;0;988;Weert;havo;geen diploma;nat/gezond;25MB;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;1706;Cranendonck;1
02ZR;0;988;Weert;havo;geen diploma;ec/maat;25MB;BOL;combinatie;Applicatie- en mediaontwikkeling;95310;28DV;Combinatie kenniscentra;988;Weert;1
02ZR;0;988;Weert;havo;geen diploma;cul/maat;25LT;BOL;economie ;Medewerker marketing en communicatie (Assistent communicatiemedewerker);90531;00SP;ECABO;1706;Cranendonck;1
02ZR;0;988;Weert;havo;geen diploma;cul/maat;25LT;BOL;combinatie;Secretariële beroepen (Secretaresse);95380;00SP;ECABO;1706;Cranendonck;1
03AM;0;758;Breda;vwo;geen diploma;ec/maat;25LV;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;777;Etten-Leur;1
03AQ;0;363;Amsterdam;havo;geen diploma;nat/tech;25PZ;BOL;techniek ;Aviation operations officer (Aviation operations officer);93010;25HV;VTL;363;Amsterdam;1
03AQ;0;363;Amsterdam;havo;geen diploma;nat/tech;25PZ;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;384;Diemen;1
03AQ;0;363;Amsterdam;havo;geen diploma;nat/gezond;25PZ;BOL;economie ;Manager handel (Filiaalmanager);93492;00SE;Kenniscentrum Handel;363;Amsterdam;1
03AQ;0;363;Amsterdam;havo;geen diploma;nat/gezond;25PZ;BOL;economie ;ICT-medewerker (Medewerker beheer ICT);95070;00SP;ECABO;363;Amsterdam;1
03AQ;0;363;Amsterdam;havo;geen diploma;ec/maat;25PZ;BOL;economie ;Administrateur (Boekhoudkundig medewerker);93200;00SP;ECABO;363;Amsterdam;1
03AQ;0;363;Amsterdam;havo;geen diploma;ec/maat;25PZ;BOL;economie ;Administrateur (Assistent-accountant);93211;00SP;ECABO;363;Amsterdam;1
03AQ;0;363;Amsterdam;havo;geen diploma;ec/maat;25PZ;BOL;economie ;Commercieel medewerker ((Junior) Accountmanager ECABO);93801;00SP;ECABO;457;Weesp;1
03AQ;0;363;Amsterdam;havo;geen diploma;ec/maat;25PZ;BOL;techniek ;Luchtvaartdienstverlener;91850;25HV;VTL;363;Amsterdam;1
03AQ;0;363;Amsterdam;havo;geen diploma;cul/maat;02PA;BOL;techniek ;Mediavormgever;90400;28DV;Combinatie kenniscentra;363;Amsterdam;1
03AQ;0;363;Amsterdam;havo;diploma;nat/gezond;25PZ;BOL;economie ;Ondernemer horeca/bakkerij (Ondernemer bakkerij);90304;02PY;Kenwerk;363;Amsterdam;1
03AQ;0;363;Amsterdam;havo;diploma;nat/gezond;25PZ;BOL;economie ;Brood en banket (Brood- en banketbakker);94221;02PY;Kenwerk;363;Amsterdam;1
03AQ;0;363;Amsterdam;vwo;geen diploma;nat/tech;25LH;BOL;techniek ;Mediavormgever;90400;28DV;Combinatie kenniscentra;342;Soest;1
03FO;0;402;Hilversum;havo;geen diploma;nat/gezond;04EM;BBL;techniek ;Optiek (Opticien);93651;02PS;SVGB;402;Hilversum;1
