SCHOOLJAAR 2011-2012 IN HET VO (peildatum 1 oktober 2011);;;;;;;SCHOOLJAAR 2012-2013 IN HET HO (peildatum 1 oktober 2012);;;;;
BRIN NUMMER;VESTINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
00BD;0;627;Waddinxveen;havo;diploma;cul/maat;22OJ;hbo;gedrag en maatschappij;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;Waddinxveen;havo;diploma;cul/maat;27PZ;hbo;economie;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;Waddinxveen;havo;diploma;cul/maat;27UM;hbo;economie;1666;Zevenhuizen-Moerkapelle;2
00BD;0;627;Waddinxveen;havo;diploma;nat/tech & nat/gezond;22OJ;hbo;economie;484;Alphen aan den Rijn;1
00BD;0;627;Waddinxveen;havo;diploma;nat/tech & nat/gezond;25DW;hbo;techniek;1672;Rijnwoude;1
00BD;0;627;Waddinxveen;havo;diploma;ec/maat & cul/maat;21RI;hbo;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;Waddinxveen;havo;diploma;ec/maat & cul/maat;27UM;hbo;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;geen diploma;nat/gezond;21RI;hbo;gezondheidszorg;595;Reeuwijk;1
00BD;0;627;Waddinxveen;vwo;geen diploma;nat/gezond;25DW;hbo;techniek;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;geen diploma;ec/maat;25DW;hbo;onderwijs;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech;21PF;wo;techniek;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech;21PF;wo;techniek;1672;Rijnwoude;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PB;wo;gedrag en maatschappij;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PE;wo;gezondheidszorg;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PE;wo;economie;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PE;wo;economie;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;627;Waddinxveen;2
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;595;Reeuwijk;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21RI;hbo;gezondheidszorg;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;22OJ;hbo;gezondheidszorg;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;27UM;hbo;techniek;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;80;Leeuwarden;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PB;wo;recht;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;627;Waddinxveen;2
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PB;wo;taal en cultuur;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PE;wo;economie;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PE;wo;economie;627;Waddinxveen;3
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PE;wo;economie;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PL;wo;natuur;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PL;wo;economie;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;cul/maat;21PB;wo;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PB;wo;gezondheidszorg;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PB;wo;gedrag en maatschappij;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PE;wo;gezondheidszorg;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PE;wo;economie;627;Waddinxveen;2
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;499;Boskoop;2
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gezondheidszorg;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;28DN;hbo;techniek;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PB;wo;recht;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PB;wo;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PE;wo;economie;637;Zoetermeer;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PE;wo;gedrag en maatschappij;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PE;wo;gedrag en maatschappij;599;Rotterdam;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PI;wo;landbouw en natuurlijke omgeving;228;Ede;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PK;wo;taal en cultuur;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PL;wo;gedrag en maatschappij;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PN;wo;economie;855;Tilburg;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21RI;hbo;onderwijs;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21RI;hbo;onderwijs;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21RI;hbo;gedrag en maatschappij;627;Waddinxveen;1
00CB;0;268;Nijmegen;havo;diploma;nat/tech;07GR;hbo;techniek;1721;Bernheze;1
00CB;0;268;Nijmegen;havo;diploma;nat/tech;25KB;hbo;techniek;202;Arnhem;1
00CB;0;268;Nijmegen;havo;diploma;nat/tech;25KB;hbo;gezondheidszorg;268;Nijmegen;1
00CB;0;268;Nijmegen;havo;diploma;nat/tech;30GB;hbo;techniek;268;Nijmegen;1
00CB;0;268;Nijmegen;havo;diploma;nat/tech;30GB;hbo;techniek;772;Eindhoven;1
00CB;0;268;Nijmegen;havo;diploma;nat/tech;30GB;hbo;gedrag en maatschappij;772;Eindhoven;1
00CB;0;268;Nijmegen;havo;diploma;ec/maat;00MF;hbo;economie;268;Nijmegen;1
00CB;0;268;Nijmegen;havo;diploma;ec/maat;00MF;hbo;taal en cultuur;344;Utrecht;1
00CB;0;268;Nijmegen;havo;diploma;ec/maat;04CS;hbo;onderwijs;758;Breda;1
00CB;0;268;Nijmegen;havo;diploma;ec/maat;25KB;hbo;economie;209;Beuningen;1
00CB;0;268;Nijmegen;havo;diploma;ec/maat;25KB;hbo;economie;268;Nijmegen;4
00CB;0;268;Nijmegen;havo;diploma;ec/maat;25KB;hbo;gedrag en maatschappij;268;Nijmegen;1
00CB;0;268;Nijmegen;havo;diploma;ec/maat;27NF;hbo;taal en cultuur;202;Arnhem;1
00CB;0;268;Nijmegen;havo;diploma;cul/maat;01DZ;hbo;landbouw en natuurlijke omgeving;268;Nijmegen;1
00CB;0;268;Nijmegen;havo;diploma;cul/maat;30GB;hbo;economie;0;0;1
00CB;0;268;Nijmegen;vwo;diploma;nat/tech;14NI;hbo;taal en cultuur;599;Rotterdam;1
00CB;0;268;Nijmegen;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;1
00CB;0;268;Nijmegen;vwo;diploma;nat/tech;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
00CB;0;268;Nijmegen;vwo;diploma;nat/tech;21PM;wo;natuur;268;Nijmegen;1
00CB;0;268;Nijmegen;vwo;diploma;ec/maat;07GR;hbo;taal en cultuur;268;Nijmegen;1
00CB;0;268;Nijmegen;vwo;diploma;ec/maat;21PE;wo;gedrag en maatschappij;502;Capelle aan den IJssel;1
00CB;0;268;Nijmegen;vwo;diploma;ec/maat;21PM;wo;economie;268;Nijmegen;1
00CB;0;268;Nijmegen;vwo;diploma;ec/maat;25KB;hbo;economie;1734;Overbetuwe;1
00CB;1;355;Zeist;havo;diploma;nat/tech;25DW;hbo;techniek;310;De Bilt;2
00CB;1;355;Zeist;havo;diploma;nat/gezond;00MF;hbo;taal en cultuur;307;Amersfoort;1
00CB;1;355;Zeist;havo;diploma;nat/gezond;25DW;hbo;techniek;355;Zeist;1
00CB;1;355;Zeist;havo;diploma;nat/gezond;28DN;hbo;gedrag en maatschappij;307;Amersfoort;1
00CB;1;355;Zeist;havo;diploma;ec/maat;02NR;hbo;economie;518;s-Gravenhage;1
00CB;1;355;Zeist;havo;diploma;ec/maat;07GR;hbo;techniek;1581;Utrechtse Heuvelrug;1
00CB;1;355;Zeist;havo;diploma;ec/maat;25DW;hbo;economie;344;Utrecht;1
00CB;1;355;Zeist;havo;diploma;ec/maat;25DW;hbo;gedrag en maatschappij;307;Amersfoort;1
00CB;1;355;Zeist;havo;diploma;ec/maat;25DW;hbo;gedrag en maatschappij;355;Zeist;1
00CB;1;355;Zeist;havo;diploma;ec/maat;27UM;hbo;economie;503;Delft;1
00CB;1;355;Zeist;havo;diploma;cul/maat;01VU;hbo;economie;356;Nieuwegein;1
00CB;1;355;Zeist;havo;diploma;cul/maat;23KJ;hbo;onderwijs;307;Amersfoort;1
00CB;1;355;Zeist;havo;diploma;cul/maat;25BE;hbo;economie;14;Groningen;1
00CB;1;355;Zeist;havo;diploma;cul/maat;25DW;hbo;gezondheidszorg;355;Zeist;1
00CB;1;355;Zeist;havo;diploma;cul/maat;25DW;hbo;economie;344;Utrecht;1
00CB;1;355;Zeist;havo;diploma;cul/maat;25DW;hbo;gedrag en maatschappij;381;Bussum;1
00CB;1;355;Zeist;havo;diploma;cul/maat;25KB;hbo;gedrag en maatschappij;355;Zeist;1
00CB;1;355;Zeist;havo;diploma;cul/maat;27UM;hbo;economie;503;Delft;1
00CB;1;355;Zeist;vwo;diploma;nat/tech;21PD;wo;natuur;1581;Utrechtse Heuvelrug;1
00CB;1;355;Zeist;vwo;diploma;nat/tech;21PD;wo;gezondheidszorg;355;Zeist;1
00CB;1;355;Zeist;vwo;diploma;nat/tech;21PD;wo;economie;355;Zeist;1
00CB;1;355;Zeist;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;1
00CB;1;355;Zeist;vwo;diploma;ec/maat;21PD;wo;economie;344;Utrecht;1
00CB;1;355;Zeist;vwo;diploma;ec/maat;21PD;wo;gedrag en maatschappij;355;Zeist;1
00CB;1;355;Zeist;vwo;diploma;ec/maat;21PK;wo;recht;310;De Bilt;1
00CB;1;355;Zeist;vwo;diploma;cul/maat;21PD;wo;sectoroverstijgend;344;Utrecht;1
00CB;1;355;Zeist;vwo;diploma;cul/maat;21PD;wo;recht;344;Utrecht;1
00CB;1;355;Zeist;vwo;diploma;cul/maat;21PL;wo;gezondheidszorg;363;Amsterdam;1
00CB;1;355;Zeist;vwo;diploma;cul/maat;21PL;wo;gedrag en maatschappij;363;Amsterdam;1
00CB;2;772;Eindhoven;havo;diploma;nat/tech;21WN;hbo;techniek;93;Terschelling;1
00CB;2;772;Eindhoven;havo;diploma;nat/tech;25DW;hbo;techniek;363;Amsterdam;1
00CB;2;772;Eindhoven;havo;diploma;nat/gezond;25BE;hbo;gezondheidszorg;14;Groningen;1
00CB;2;772;Eindhoven;havo;diploma;nat/gezond;30GB;hbo;techniek;753;Best;1
00CB;2;772;Eindhoven;havo;diploma;nat/gezond;30GB;hbo;techniek;772;Eindhoven;1
00CB;2;772;Eindhoven;havo;diploma;ec/maat;02NT;hbo;taal en cultuur;772;Eindhoven;1
00CB;2;772;Eindhoven;havo;diploma;ec/maat;21UI;hbo;economie;772;Eindhoven;1
00CB;2;772;Eindhoven;havo;diploma;ec/maat;21UI;hbo;economie;1652;Gemert-Bakel;1
00CB;2;772;Eindhoven;havo;diploma;ec/maat;30GB;hbo;gedrag en maatschappij;772;Eindhoven;1
00CB;2;772;Eindhoven;havo;diploma;cul/maat;07GR;hbo;gedrag en maatschappij;758;Breda;1
00CB;2;772;Eindhoven;havo;diploma;cul/maat;21UI;hbo;economie;772;Eindhoven;1
00CB;2;772;Eindhoven;havo;diploma;cul/maat;21UI;hbo;economie;820;Nuenen, Gerwen en Nederwetten;1
00CB;2;772;Eindhoven;havo;diploma;cul/maat;30GB;hbo;onderwijs;772;Eindhoven;1
00CB;2;772;Eindhoven;vwo;diploma;nat/tech;21PG;wo;techniek;772;Eindhoven;1
00CB;2;772;Eindhoven;vwo;diploma;nat/tech;21PH;wo;techniek;772;Eindhoven;1
00CB;2;772;Eindhoven;vwo;diploma;nat/gezond;21PD;wo;gedrag en maatschappij;344;Utrecht;1
00CB;2;772;Eindhoven;vwo;diploma;nat/gezond;21PJ;wo;gedrag en maatschappij;935;Maastricht;2
00CB;2;772;Eindhoven;vwo;diploma;nat/gezond;21PM;wo;natuur;772;Eindhoven;1
00CB;2;772;Eindhoven;vwo;diploma;ec/maat;21PM;wo;gedrag en maatschappij;268;Nijmegen;1
00CB;2;772;Eindhoven;vwo;diploma;ec/maat;21PN;wo;economie;772;Eindhoven;2
00CB;2;772;Eindhoven;vwo;diploma;cul/maat;07GR;hbo;economie;772;Eindhoven;1
00CB;2;772;Eindhoven;vwo;diploma;cul/maat;21PB;wo;taal en cultuur;855;Tilburg;1
00DI;2;22;Leek;havo;diploma;nat/tech;25BE;hbo;techniek;15;Grootegast;2
00DI;2;22;Leek;havo;diploma;nat/tech;25BE;hbo;techniek;22;Leek;2
00DI;2;22;Leek;havo;diploma;nat/tech;25BE;hbo;techniek;25;Marum;2
00DI;2;22;Leek;havo;diploma;nat/tech;25BE;hbo;techniek;1699;Noordenveld;3
00DI;2;22;Leek;havo;diploma;nat/tech;25BE;hbo;economie;25;Marum;1
00DI;2;22;Leek;havo;diploma;nat/gezond;21WN;hbo;onderwijs;22;Leek;1
00DI;2;22;Leek;havo;diploma;nat/gezond;21WN;hbo;onderwijs;25;Marum;1
00DI;2;22;Leek;havo;diploma;nat/gezond;21WN;hbo;economie;86;Opsterland;1
00DI;2;22;Leek;havo;diploma;nat/gezond;22EX;hbo;onderwijs;1699;Noordenveld;1
00DI;2;22;Leek;havo;diploma;nat/gezond;22EX;hbo;economie;25;Marum;1
00DI;2;22;Leek;havo;diploma;nat/gezond;25BE;hbo;techniek;15;Grootegast;1
00DI;2;22;Leek;havo;diploma;nat/gezond;25BE;hbo;techniek;22;Leek;1
00DI;2;22;Leek;havo;diploma;nat/gezond;25BE;hbo;techniek;1699;Noordenveld;1
00DI;2;22;Leek;havo;diploma;nat/gezond;25BE;hbo;gezondheidszorg;14;Groningen;1
00DI;2;22;Leek;havo;diploma;nat/gezond;25BE;hbo;gezondheidszorg;22;Leek;4
00DI;2;22;Leek;havo;diploma;nat/gezond;25BE;hbo;gezondheidszorg;25;Marum;1
00DI;2;22;Leek;havo;diploma;nat/gezond;25BE;hbo;gezondheidszorg;1699;Noordenveld;1
00DI;2;22;Leek;havo;diploma;nat/gezond;25BE;hbo;economie;22;Leek;1
00DI;2;22;Leek;havo;diploma;nat/gezond;25BE;hbo;economie;1699;Noordenveld;1
00DI;2;22;Leek;havo;diploma;nat/gezond;25BE;hbo;gedrag en maatschappij;1699;Noordenveld;1
00DI;2;22;Leek;havo;diploma;nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;25;Marum;1
00DI;2;22;Leek;havo;diploma;nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;1699;Noordenveld;1
00DI;2;22;Leek;havo;diploma;ec/maat;21WN;hbo;economie;25;Marum;1
00DI;2;22;Leek;havo;diploma;ec/maat;22EX;hbo;onderwijs;22;Leek;2
00DI;2;22;Leek;havo;diploma;ec/maat;22EX;hbo;economie;80;Leeuwarden;1
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;onderwijs;22;Leek;2
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;onderwijs;1699;Noordenveld;3
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;techniek;15;Grootegast;1
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;techniek;22;Leek;1
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;techniek;1699;Noordenveld;1
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;gezondheidszorg;22;Leek;1
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;economie;14;Groningen;3
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;economie;15;Grootegast;2
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;economie;22;Leek;5
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;economie;25;Marum;3
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;economie;1699;Noordenveld;2
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;gedrag en maatschappij;15;Grootegast;2
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;gedrag en maatschappij;22;Leek;4
00DI;2;22;Leek;havo;diploma;ec/maat;25BE;hbo;gedrag en maatschappij;1699;Noordenveld;2
00DI;2;22;Leek;havo;diploma;ec/maat;30HD;hbo;landbouw en natuurlijke omgeving;80;Leeuwarden;1
00DI;2;22;Leek;havo;diploma;cul/maat;21WN;hbo;economie;22;Leek;1
00DI;2;22;Leek;havo;diploma;cul/maat;21WN;hbo;economie;25;Marum;1
00DI;2;22;Leek;havo;diploma;cul/maat;21WN;hbo;economie;1699;Noordenveld;1
00DI;2;22;Leek;havo;diploma;cul/maat;22EX;hbo;gedrag en maatschappij;14;Groningen;1
00DI;2;22;Leek;havo;diploma;cul/maat;22EX;hbo;gedrag en maatschappij;1699;Noordenveld;1
00DI;2;22;Leek;havo;diploma;cul/maat;25BE;hbo;gezondheidszorg;22;Leek;1
00DI;2;22;Leek;havo;diploma;cul/maat;25BE;hbo;economie;1699;Noordenveld;2
00DI;2;22;Leek;havo;diploma;cul/maat;25BE;hbo;gedrag en maatschappij;14;Groningen;1
00DI;2;22;Leek;havo;diploma;cul/maat;25BE;hbo;gedrag en maatschappij;22;Leek;1
00DI;2;22;Leek;havo;diploma;cul/maat;25BE;hbo;taal en cultuur;1699;Noordenveld;1
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;21WN;hbo;onderwijs;15;Grootegast;1
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;22EX;hbo;onderwijs;1699;Noordenveld;1
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;25BE;hbo;techniek;22;Leek;3
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;25BE;hbo;techniek;25;Marum;1
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;25BE;hbo;techniek;85;Ooststellingwerf;2
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;25BE;hbo;techniek;1699;Noordenveld;4
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;25BE;hbo;gezondheidszorg;22;Leek;3
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;25BE;hbo;gezondheidszorg;1699;Noordenveld;2
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;25BE;hbo;economie;15;Grootegast;1
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;25BE;hbo;economie;22;Leek;2
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;25BE;hbo;economie;1699;Noordenveld;1
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;25BE;hbo;gedrag en maatschappij;15;Grootegast;1
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;22;Leek;1
00DI;2;22;Leek;havo;diploma;nat/tech & nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;80;Leeuwarden;1
00DI;2;22;Leek;havo;diploma;ec/maat & cul/maat;22EX;hbo;economie;1699;Noordenveld;1
00DI;2;22;Leek;havo;diploma;ec/maat & cul/maat;25BE;hbo;economie;1699;Noordenveld;2
00DI;2;22;Leek;havo;diploma;ec/maat & cul/maat;25BE;hbo;gedrag en maatschappij;22;Leek;3
00DI;2;22;Leek;vwo;geen diploma;nat/gezond;22EX;hbo;gedrag en maatschappij;25;Marum;1
00DI;2;22;Leek;vwo;geen diploma;nat/tech & nat/gezond;25BE;hbo;techniek;25;Marum;1
00DI;2;22;Leek;vwo;geen diploma;ec/maat & cul/maat;25BE;hbo;economie;22;Leek;1
00DI;2;22;Leek;vwo;geen diploma;ec/maat & cul/maat;25BE;hbo;economie;25;Marum;1
00DI;2;22;Leek;vwo;diploma;nat/tech;21PC;wo;natuur;22;Leek;1
00DI;2;22;Leek;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;1
00DI;2;22;Leek;vwo;diploma;nat/tech;25BE;hbo;techniek;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;natuur;15;Grootegast;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;gedrag en maatschappij;22;Leek;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;gedrag en maatschappij;85;Ooststellingwerf;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;gedrag en maatschappij;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;taal en cultuur;14;Groningen;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;355;Zeist;1
00DI;2;22;Leek;vwo;diploma;ec/maat;21PC;wo;economie;25;Marum;1
00DI;2;22;Leek;vwo;diploma;ec/maat;21PC;wo;recht;22;Leek;1
00DI;2;22;Leek;vwo;diploma;ec/maat;21PC;wo;gedrag en maatschappij;22;Leek;1
00DI;2;22;Leek;vwo;diploma;ec/maat;21PC;wo;taal en cultuur;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;cul/maat;21PC;wo;taal en cultuur;25;Marum;1
00DI;2;22;Leek;vwo;diploma;cul/maat;25BE;hbo;economie;15;Grootegast;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;15;Grootegast;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;22;Leek;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;25;Marum;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;techniek;22;Leek;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;techniek;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;22;Leek;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;economie;14;Groningen;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;economie;25;Marum;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;economie;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;taal en cultuur;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;1926;Pijnacker-Nootdorp;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PH;wo;techniek;153;Enschede;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;25BE;hbo;techniek;22;Leek;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;25BE;hbo;gezondheidszorg;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;ec/maat & cul/maat;21PC;wo;recht;22;Leek;1
00DI;2;22;Leek;vwo;diploma;ec/maat & cul/maat;21PC;wo;recht;25;Marum;1
00DI;2;22;Leek;vwo;diploma;ec/maat & cul/maat;21PC;wo;taal en cultuur;14;Groningen;1
00DI;2;22;Leek;vwo;diploma;ec/maat & cul/maat;21PC;wo;taal en cultuur;22;Leek;2
00HI;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;21UI;hbo;techniek;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;22OJ;hbo;techniek;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;25DW;hbo;techniek;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;27UM;hbo;techniek;518;s-Gravenhage;1
00HI;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;28DN;hbo;techniek;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;havo;diploma;nat/gezond;21RI;hbo;onderwijs;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;havo;diploma;nat/gezond;21RI;hbo;techniek;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;havo;diploma;nat/gezond;21RI;hbo;gezondheidszorg;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;havo;diploma;nat/gezond;25DW;hbo;economie;518;s-Gravenhage;1
00HI;0;1916;Leidschendam-Voorburg;havo;diploma;nat/gezond;27UM;hbo;economie;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;havo;diploma;nat/gezond;27UM;hbo;gedrag en maatschappij;1916;Leidschendam-Voorburg;1
